SMILES,molar_mass,log_p_sat,c,volatility
CC(=O)CC(=O)CON(=O)=O,161.032422324,-2.616184634019569,162658.1703424065,IVOC
CC(=O)CC(=O)C(C)ON(=O)=O,175.048072388,-2.472370099128661,246226.2918020025,IVOC
CC(=O)C(=O)CC(CO)C(C)(CO)OO,220.094688232,-7.235823867609669,5.337438510636555,SVOC
C(C(=O)C(=O)CO)O,118.026608672,-2.5100415205751654,152224.8654676554,IVOC
C=C(C)C(=O)CCO,114.06807956,-1.4045037781744258,1875890.7534858943,IVOC
CC(C(=O)C)C(=O)C,114.06807956,-0.7721132953863264,8046333.435002946,VOC
CC(=O)C(CC(=O)O)O,132.042258736,-4.718966632752273,1052.6730466277556,IVOC
CC(=O)CCC=O,100.052429496,-0.906578314837765,5178410.980671693,VOC
CC(C)C(C(=O)C)OO,132.078644244,-2.055517327849832,485134.84097820905,IVOC
c1ccc(cc1)OO,110.036779432,-1.4647058799572297,1575357.7071095079,IVOC
CC(=O)C(C(C1(C)C(C=O)O1)O)ON(=O)=O,233.053551692,-4.8297382846050425,1439.6755606226425,IVOC
C(CCC(=O)OON(=O)=O)CC=O,191.042987008,-1.9507819773298185,893092.2351994086,IVOC
C=C(C)C(CCO)ON(=O)=O,161.068807832,-2.494850021680094,215133.78273125985,IVOC
CCC(=O)C(CC(=O)C)OO,160.073558864,-3.844663962534938,9554.387014971548,IVOC
C=C(CCC=O)C(=O)CC(C)(C)OO,200.104858992,-4.835647144215563,1219.432263190431,IVOC
CC(C)OC(C)(C)O,118.099379688,-1.3555614105321614,2173869.1380027533,IVOC
C=C(CCO)C(=O)OON(=O)=O,177.027336944,-2.162411561764489,508365.3780386457,IVOC
CC1C(C)(C(C)(C(=O)O1)OO)O,176.068473484,-6.131355561605174,54.30917784668457,SVOC
CC(=O)C(CC(=O)CC(=O)OO)O,190.04773804,-5.696803942579511,159.44318216024246,SVOC
CCOC(C)(C)CO,118.099379688,-0.8068754016455384,7689877.222866882,VOC
C=C(CCON(=O)=O)C1CC(C)(C)C1CC=O,241.131408088,-4.51427857351842,3079.7991850101644,IVOC
C=C(C)C(CCC(=O)O)COO,174.089208928,-4.863279432843593,995.496207845051,IVOC
CC1(C)C(=O)CCC(=O)C1OO,172.073558864,-4.407823242604133,2808.265013561052,IVOC
CC1(C)CC(C1CCC(=O)OC)C(=O)O,214.120509056,-5.987162775294828,92.05400389979465,SVOC
CC(C(=O)C)C(C)OO,132.078644244,-2.764471553092452,94821.80982755899,IVOC
CC1=CC(=O)OC1=O,112.016043988,-1.987162775294828,481575.79092127504,IVOC
C(C(=O)C=O)C(=O)OO,132.005873228,-1.576754126063192,1460112.5011070007,IVOC
CCC(=O)C(C(C(=O)C)OO)O,176.068473484,-3.844663962534938,10509.083128654791,IVOC
CC(=O)CCC(=O)C(C)(C)OO,174.089208928,-3.896196279044043,9228.3225106804,IVOC
CCCC12C(C(C=C(C1(O)OO)N(=O)=O)(N(=O)=O)OO2)ON(=O)=O,353.034272792,-5.586700235918748,381.6487322737435,IVOC
CCC(=O)C(=O)C,100.052429496,0.2718416065364989,78093778.49883924,VOC
CCCC(=O)C(=O)C,114.06807956,0.0,47611440.44380442,VOC
CC(C(=O)OO)O,106.026608672,-1.2225731776106885,2650872.7688297075,IVOC
CCC12C(C(C(=C(C1(O)OO)N(=O)=O)C)(N(=O)=O)OO2)ON(=O)=O,353.034272792,-5.261219441515631,807.5038814131714,IVOC
C(C(=O)COO)ON(=O)=O,151.01168688,-2.607303046740334,155687.84353107715,IVOC
CC(C=O)O,74.036779432,0.2148438480476978,50680227.75702731,VOC
CC(C=O)(CON(=O)=O)O,149.032422324,-1.3635121036466349,2693492.9785884502,IVOC
CC(C=O)(C(=O)OO)O,134.021523292,-1.5934598195660448,1426467.631216142,IVOC
CCc1c(C)cc(c(c1O)O)N(=O)=O,197.068807832,-3.2873502983727887,42443.851069523516,IVOC
CC(=O)C(C)(C)CON(=O)=O,161.068807832,-1.6946486305533763,1358032.0034910778,IVOC
CC(=CCON(=O)=O)CON(=O)=O,192.038235976,-1.779891911959945,1330586.1146097484,IVOC
C(C(C(C=O)(CO)O)ON(=O)=O)O,195.037901628,-5.067526235322847,696.8510704560384,IVOC
C=C(CCO)C1(CC(C)(C)C1CCC(=O)O)OON(=O)=O,303.131802012,-7.910094888560602,1.5562659077245946,SVOC
CCC(C)(CCC=O)O,130.099379688,-1.8210230527068303,819972.6449716149,IVOC
CC(=O)C(C(C)OO)ON(=O)=O,179.042987008,-2.5590909179347823,206259.32290712607,IVOC
CC(C)OC(=O)C,102.06807956,0.173186268412274,63478024.54284435,VOC
CCC12C(=O)C=CC(C)(C1O)OO2,184.073558864,-5.649751981665837,172.1022778188406,SVOC
COC(O)OC,92.047344116,-1.111820506081675,2969873.4717323,IVOC
C1=CC(C2C(C1OO2)ON(=O)=O)(O)OO,221.017166184,-4.853871964321762,1291.5202885492604,IVOC
CC(C=O)(C(CO)O)ON(=O)=O,179.042987008,-3.416801226031377,28622.217635300472,IVOC
CC1(C)CC(C1CC=O)C(CCC=O)(CO)ON(=O)=O,287.136887392,-6.482804102050026,39.43048120841262,SVOC
CCCCC(C)O,102.104465068,-0.9913998282380824,4347024.592603935,VOC
C(COC=O)O,90.031694052,-1.320572103387881,1796265.4210909156,IVOC
CC(CC(=O)O)C(=O)C,130.06299418,-3.705533773838407,10694.664497468622,IVOC
CC1(C)CC(C1CC=O)(C(=O)CCO)ON(=O)=O,259.105587264,-5.530177984021837,319.0406232714251,IVOC
C=C(CCC=O)C1CC(C)(C)C1CCC(=O)C=O,250.156894564,-5.555955204081924,290.2715445896109,SVOC
CC(C)C(=O)C(C(C1C(C=O)O1)O)O,202.084123548,-5.302770657240282,420.0574860669742,IVOC
CCC(=O)C=C(C)C(C(=O)CC)O,184.109944372,-3.742321425130816,13909.227568799004,IVOC
CCC(C)(CCON(=O)=O)O,163.084457896,-2.18111458540599,448585.4468405349,IVOC
CC1(C)CC(C1CCC(=O)OC)C(CCC=O)(CO)OO,302.17293855199995,-8.79860287567955,0.20053947947329373,LVOC
CC(=O)C(=O)CC(=O)CC=O,156.042258736,-3.500312917381596,20581.4752816914,IVOC
C(C=O)C(=O)OON(=O)=O,148.996036816,-0.3946949538588905,25062647.956539623,VOC
C(CO)C(=O)OON(=O)=O,151.01168688,-0.835647144215563,9202601.27754545,VOC
C(CO)C(C(=O)OO)O,136.037173356,-4.146301788223826,4054.179769563605,IVOC
CCC(=O)CC(C(CC)O)OO,176.104858992,-3.899629454882437,9261.665145947645,IVOC
CCC(C)CC(C)O,116.120115132,-1.2518119729937995,2714205.184891395,IVOC
CC(=O)C(CC(=O)CC=O)OO,174.05282342,-4.987162775294828,748.2823273918416,IVOC
CCCC(=O)C(C(C(=O)C=O)O)OO,204.063388104,-4.892790030352131,1090.2403560485984,IVOC
CON(=O)=O,77.011292956,1.9537596917332287,2889756821.885953,VOC
CC1(C=O)C(C=O)O1,114.031694052,-1.40340290437354,1880052.0060012254,IVOC
CC(C)(CO)OC,104.083729624,-0.4225082001627747,16421840.767538916,VOC
CC(=O)C(CON(=O)=O)O,149.032422324,-1.892790030352132,796228.8712686413,IVOC
CC(=O)C(C)(C(=O)OON(=O)=O)O,193.022251564,-1.316052869248488,3891362.586331636,VOC
CC(=O)CCC1C(CC1(C)C)C(CCC(=O)O)(CO)O,286.178023932,-10.568636235841012,0.0032251300791044,LVOC
CC(=O)C(CCO)(C=O)OO,162.05282342,-4.354577730650908,2989.6893366678923,IVOC
CC(C)(CCC(=O)O)O,132.078644244,-4.707743928643524,1080.5276003605595,IVOC
CC(=O)C(O)OC(=O)C,132.042258736,-2.185086818724926,359892.9316481282,IVOC
COC(=O)OC,90.031694052,0.7403626894942439,206683259.74895465,VOC
CC1(C)C(CC1C(=O)CO)CC(=O)OO,216.099773612,-5.534617148551582,263.38094670770215,SVOC
CC1=CCC(CC1)C(C)(CO)O,170.130679816,-4.586700235918748,1839.2026858792256,IVOC
CC(C)C1=CC(=O)C=CC1=O,150.06807956,-2.322393047279507,298155.2552635815,IVOC
C(COCO)O,92.047344116,-3.2104192878355744,23666.779541877062,IVOC
CC(=CC(=O)C)C(=O)C(=O)C,154.06299418,-2.494850021680094,205776.37075092713,IVOC
COCOC,76.052429496,1.7032913781186614,1603066953.0152442,VOC
CSC,62.019021192,1.6222140229662954,1084641261.659051,VOC
CC(C)C(CC(=O)OON(=O)=O)O,193.058637072,-1.537602002101044,2336869.3087546863,IVOC
CC1(C(COC1=O)O)OO,148.037173356,-5.336299074610352,284.85175558684097,SVOC
CC(=O)C(CC=O)(CC=O)OO,174.05282342,-4.271646217978772,3886.7091762585874,IVOC
CCC(=O)C=C(C)C(C(=O)C)O,170.094294308,-3.562249437179612,19453.040886609462,IVOC
CCc1ccc(C)c(c1O)O,152.083729624,-3.2006594505464183,39991.75792157764,IVOC
CC(=O)CCC(=O)CC(=O)O,158.0579088,-5.767003889607846,112.81309991637193,SVOC
CCC(=O)C=CC1(C)C(C(=O)O)O1,184.073558864,-6.621602099051862,18.36269839227808,SVOC
CC1(C)C(=O)CCC(=O)C1C(=O)OON(=O)=O,245.053551692,-4.219682687859849,6167.732142102894,IVOC
CC(=O)OCCC=O,116.047344116,-1.5287082889410617,1433752.2340768161,IVOC
C=C(C)C(CCC(=O)OON(=O)=O)CC=O,231.074287136,-3.1958605676646497,61438.16631697076,IVOC
CC1(C)C(CC=O)CC1ON(=O)=O,187.084457896,-2.752026733638193,138215.95130032022,IVOC
CC1=CCC(CC1O)O,128.083729624,-4.58838029403677,1379.3067518895843,IVOC
CCCCCCCC(CC(=O)CC)OO,216.172544628,-5.507239610973163,280.6132119664887,SVOC
C=C(CCC=O)C1CC(C)(C)C1CCC(=O)COO,268.167459248,-7.886056647693163,1.4551126646002295,SVOC
CC(=CC(=O)C)C=O,112.052429496,-0.9393021596463884,5378563.602743147,VOC
Cc1cccc(c1O)O,124.052429496,-2.892790030352132,66276.93784711858,IVOC
CC(=O)CCC1C(CC1(C)C)C(=O)OO,214.120509056,-4.355561410532162,3941.3413320203326,IVOC
CC(C)(C=O)C(=O)CC(=O)OON(=O)=O,219.037901628,-2.899629454882437,115195.8958294111,IVOC
C=CCCC,70.07825032,1.8785217955012063,2211323272.4846816,VOC
C=C(C)C(CC=O)CC(=O)C(=O)C,182.094294308,-3.2533658010624213,42410.92335893342,IVOC
COC(=O)COO,106.026608672,-1.2494916051486538,2491554.872873331,IVOC
CC(CCCO)OO,120.078644244,-3.092051478387728,40547.25781312826,IVOC
C=C(C)C1CCC(C)(C(C1)OO)O,186.125594436,-5.436518914605589,284.3376529243618,SVOC
C(CCC(=O)OO)CC=O,146.0579088,-2.703334809738469,120708.39061149942,IVOC
CC(=O)C(CCO)C(C=O)OO,176.068473484,-5.311580177997289,358.63164802682104,IVOC
CCCC(=O)C=CC(C=O)OO,172.073558864,-4.705533773838407,1414.9059019732154,IVOC
CC1(C)C2CCC(C1C2)(C(=O)OO)O,200.104858992,-3.614393726401688,20296.030133922926,IVOC
CC(=C(C)C)C,84.093900384,1.4712917110589383,1038970934.3737549,VOC
CCOC(C)(C)CON(=O)=O,163.084457896,-1.204815410317576,4247607.265986246,VOC
CC(CCC(C)OO)O,134.094294308,-3.262012673666569,30615.743904549443,IVOC
CC(=O)C(CC(C)(C)O)O,146.094294308,-3.0199966284162536,58234.96483486211,IVOC
c1cc(c(cc1N(=O)=O)N(=O)=O)O,184.012021228,-2.8297382846050425,113672.41902103151,IVOC
CC1=CC2(C)C(C(C)(C1ON(=O)=O)OO2)O,231.074287136,-5.603800652904264,240.1586093080961,SVOC
CC(=O)C(=O)C(C)(C)O,130.06299418,-1.0958256317158366,4353868.490847631,VOC
CCOCC=O,88.052429496,0.3074960379132129,74607858.12013382,VOC
CC(C)(C=O)C(=O)CC(=O)O,158.0579088,-4.517126416391246,2005.5662207355006,IVOC
C(Cl)(Cl)OO,115.943184664,0.2695129442179163,90013025.7139993,VOC
CC(=O)OCON(=O)=O,135.01677226,-0.2146701649892329,34376744.59027015,VOC
Cc1cc(c(C)c(c1O)N(=O)=O)N(=O)=O,212.043321356,-3.30715308072277,43633.36514964385,IVOC
CC(=O)C=CC1(C)C(C)(C(=O)O)O1,184.073558864,-6.401209493236885,30.50205548842843,SVOC
CC(=O)C(C)OC(=O)C=O,144.042258736,-2.5214335044061564,180968.75956410117,IVOC
Cc1ccc(C)c(c1)OO,138.06807956,-2.4001169279263124,229363.0986567152,IVOC
CC(=O)C(=O)OO,104.010958608,-0.4867823999320609,14152849.554411333,VOC
CC1(C)C2C(=O)CC(=O)C1C2=O,166.06299418,-4.068033885271827,5926.3346254142725,IVOC
CC(=O)C(C(C)(C)O)OO,148.073558864,-2.85078088734462,87145.26967976653,IVOC
CC(CON(=O)=O)(C(C=O)O)O,179.042987008,-3.003050751504619,74208.51726332468,IVOC
CC(C)(C)CON(=O)=O,133.073893212,0.2528530309798932,99424424.26183425,VOC
CCC1C(C(C(=O)O1)OO)O,162.05282342,-5.3872161432802645,277.3241239895553,SVOC
CC(C(=O)C)C(=O)OO,132.042258736,-1.4341521813264824,2028186.8123508606,IVOC
C(C(Cl)OO)(Cl)Cl,163.919862376,-1.2839966563652008,3557804.78946568,VOC
CCC(C=O)ON(=O)=O,133.037507704,-0.2313618987523855,32595630.989614654,VOC
CC(OCCO)ON(=O)=O,151.048072388,-2.11069829749369,488611.9461338161,IVOC
c1ccc(cc1)CC(=O)OO,152.047344116,-2.430626090384954,235450.67462916436,IVOC
C(CO)C(=O)OO,106.026608672,-1.8386319977650247,641697.0809354055,IVOC
CC(=O)CCC1C(CC1(C)C)C(=O)CCC=O,238.156894564,-5.860120913598763,137.17956966457342,SVOC
CC(=O)C=CC(C(=O)C)O,142.06299418,-3.5346171485515816,17314.541923787292,IVOC
CCC(C)(C)C(=O)O,116.083729624,-1.578396073130169,1279152.9327161852,IVOC
CCC(=O)C=CC(=O)OO,144.042258736,-1.6038006529042637,1497050.5359289423,IVOC
CCC(C)(CO)O,104.083729624,-1.9430951486635275,495261.86441784014,IVOC
CC1(C)CC(C1CCOO)C(=O)CCC=O,228.13615912,-4.838631997765025,1380.7317728703292,IVOC
C(=CC(=O)OO)C(=O)C=O,144.005873228,-1.0655015487564323,5169229.894596427,VOC
CCc1cc(C)cc(C)c1,134.109550448,-1.175874166083451,3733642.5014368175,VOC
CCCC(OC(=O)C(=O)C)OO,176.068473484,-3.5100415205751654,22708.4383689114,IVOC
CC(C)(C(CC=O)C(=O)CC=O)O,186.089208928,-4.742321425130816,1405.8758009548224,IVOC
CCc1cc(c(C)c(c1O)O)N(=O)=O,197.068807832,-5.8996294548824375,103.64196191395268,SVOC
COC(OC)ON(=O)=O,137.032422324,-0.2740883677049518,30428613.09686689,VOC
CC(=O)C(CC(=O)OON(=O)=O)O,193.022251564,-2.543633966870957,230420.22767926476,IVOC
CC(C=O)(C(C=O)O)OO,148.037173356,-2.779891911959945,102571.34799873235,IVOC
C(C(=O)C(CO)OO)O,136.037173356,-4.910094888560602,698.4091199668403,IVOC
CC(C)(CC(=O)C(=O)CCO)C(CCC(=O)O)OO,276.12090298000004,-9.145086977692143,0.08252005301057434,LVOC
CCC(=O)C=C(C)C(C(=O)CC)OO,200.104858992,-5.3448615651886175,377.52286504251725,IVOC
CCC(=O)C(C(C(=O)C=O)O)OO,190.04773804,-4.661543506395395,1729.284264225517,IVOC
CS(=O)OON(=O)=O,140.973193196,-0.3477536589966768,26419833.06148076,VOC
CCCC(CC)ON(=O)=O,147.089543276,-0.2732727909734277,32723232.609601043,VOC
C(C(Cl)OO)ON(=O)=O,156.977799908,-0.9746941347352298,6945304.551595573,VOC
CC(=CC(=O)C)C(=O)OON(=O)=O,189.027336944,-1.1844222516757328,5159998.261335482,VOC
C(C(=O)OON(=O)=O)ON(=O)=O,181.981115024,1.0934216851622351,941879181.8072096,VOC
C=C1CCC(C(C)(CCC2C1CC2(C)C)O)ON(=O)=O,283.17835828,-5.841637507904751,170.20399232467298,SVOC
CC(=CC(=O)C)C(C(=O)C)O,156.078644244,-3.417936637088291,24885.939323161034,IVOC
CCC(C)(CCCON(=O)=O)O,177.10010796,-2.7772835288524167,123447.55368613324,IVOC
CCCCOCC(C)O,132.115029752,-1.3645162531850878,2382227.1214295183,IVOC
C=C(CO)C(=O)CO,116.047344116,-3.2448877336049287,27560.98044559828,IVOC
C(C(=O)OON(=O)=O)Br,198.911634264,-0.1824346304402192,54547235.63700137,VOC
C(CC(=O)CC=O)C=O,128.047344116,-3.0,53446.31488390655,IVOC
CC1C(C(C)(C(=O)O1)O)O,146.0579088,-5.721246399047171,115.83128392012573,SVOC
C(=O)(C(Cl)(Cl)O)OON(=O)=O,204.918092112,0.0791812460476248,102638132.34428947,VOC
CCCCC(CCC(CC)O)ON(=O)=O,219.147058152,-4.089375595110798,7445.729268327541,IVOC
CC(C)C(C)C(=O)O,116.083729624,-1.6716203965612624,1032043.8434414674,IVOC
CC12C=CC(C(C)(C1(C)O)OO2)O,186.089208928,-5.296708621881339,392.2471157360143,IVOC
CCCCC(C(=O)OO)ON(=O)=O,193.058637072,-1.5391021572434522,2328811.138724498,IVOC
CCC(CCC(CC)ON(=O)=O)O,191.115758024,-3.206209615309181,49617.40799120754,IVOC
CC(C)C(=O)C=CC1C(C(=O)OO)O1,200.068473484,-5.224025668870631,498.54019663394575,IVOC
CCC(C)(C(=O)OO)ON(=O)=O,179.042987008,-0.8013429130455774,11807598.920045622,VOC
CC(CC(C)O)CON(=O)=O,163.084457896,-2.512861624522813,208976.83183618257,IVOC
CCC(=O)C(C(C)(C1C(CC)(C=O)O1)OO)O,246.110338296,-4.663540266151471,2229.1371116526648,IVOC
c1ccc(cc1)CCO,122.07316494,-2.447331783887807,181901.21990083286,IVOC
CCC1=CC(=O)C(C(C1=O)ON(=O)=O)OO,231.037901628,-5.235823867609669,560.2818511758418,IVOC
CCOC(C)(C)C=O,116.083729624,-0.2146701649892329,29556185.187760346,VOC
CC(C)C(COO)ON(=O)=O,165.063722452,-1.454692883534176,2418276.4267321704,IVOC
CC1(C)CC(C1CC=O)O,142.099379688,-2.263603497723357,323248.02150361025,IVOC
CCCCCCC(CCC(CC)O)ON(=O)=O,247.17835828,-5.168130225719498,700.5310809497379,IVOC
C=C(C)C(CCO)C=O,128.083729624,-2.5606673061697376,147019.13053086653,IVOC
Cc1ccc(cc1)COO,138.06807956,-2.9281179926938745,68002.12472736789,IVOC
CC1=C(C)C(=O)C(C)(C(C1=O)O)OO,200.068473484,-7.293282217663242,4.25053534483548,SVOC
CC(C)C12C(C(C(=C(C1(O)OO)O)N(=O)=O)OO2)ON(=O)=O,324.044109204,-6.206209615309182,84.12822124015106,SVOC
CC(=O)C1CC(CON(=O)=O)C1(C)C,201.10010796,-3.2676062401770314,45326.61160921624,IVOC
Cc1cccc(C)c1C,120.093900384,-0.5934598195660449,12782279.845531167,VOC
C=C(CCC=O)C(=O)CC(C)(C)C(CCO)OO,258.14672380400003,-7.037157318798758,9.891370965176671,SVOC
C(C(=O)OON(=O)=O)O,136.996036816,-0.1592667653881933,39626747.64431915,VOC
COC(=O)CCOO,120.042258736,-2.2700257143004445,269064.025418639,IVOC
CC(C)(C(C=O)C(=O)CCC=O)ON(=O)=O,231.074287136,-4.001304841688344,9615.989296392447,IVOC
CCC12C=CC(C(C1O)OO2)(O)O,188.068473484,-7.2380721615794705,4.537232444349145,SVOC
CC(=O)CCC(=O)C(C)(C)CON(=O)=O,217.09502258,-3.9706162223147903,9695.73718830919,IVOC
CCCCCC(CCC(CC)O)OO,204.172544628,-5.127843727251707,634.89338952696,IVOC
CCCCC(COO)O,134.094294308,-3.6635402661514704,12145.551055369704,IVOC
CCCC=O,72.057514876,1.2329961103921538,514307173.05755216,VOC
CC(C(CON(=O)=O)O)(C(=O)OO)ON(=O)=O,256.017894456,-3.0186344909214555,102372.43222326034,IVOC
CCC12C=CC(C(C1O)OO2)(O)OO,204.063388104,-6.1438755557577,61.155669972101,SVOC
CCC(CC(=O)C(C)OO)O,162.089208928,-4.752026733638194,1197.4973474255048,IVOC
CC(C)(C)C,72.093900384,2.037426497940624,3279987669.5836606,VOC
CC(C)C(CO)ON(=O)=O,149.068807832,-1.630784142589857,1455961.28406722,IVOC
CC(CO)C(C)COO,134.094294308,-3.4190750243243806,21324.677198598423,IVOC
CC(C(=O)CC(=O)C=O)(C(=O)OON(=O)=O)ON(=O)=O,293.997159012,-2.4436974992327127,441766.5468848815,IVOC
CC(C(CON(=O)=O)O)(C(=O)OON(=O)=O)ON(=O)=O,301.002972664,-2.153044674980176,883228.9601667145,IVOC
C=C(C)C(CCC(=O)O)CC(=O)OON(=O)=O,247.069201756,-5.005243055412372,1018.8793203774393,IVOC
CC1(C)CC(C1CC=O)ON(=O)=O,187.084457896,-2.469800301796918,264718.6863887487,IVOC
C=C(C)C(CO)ON(=O)=O,147.053157768,-1.494850021680094,1964135.857155166,IVOC
CC(C)(CO)OC=O,118.06299418,-0.7931741239681502,7933902.519178575,VOC
C=C(C)C(CCO)C(=O)OON(=O)=O,205.058637072,-3.002613615602687,85076.89707196278,IVOC
CCCC(=O)C=CC(=O)C=O,154.06299418,-2.265200170411153,349176.77911797975,IVOC
CC1C(C(C(=O)O1)OO)O,148.037173356,-5.51427857351842,189.07730414224147,SVOC
CC1(C)C2C(=O)CC(=O)C1C2OO,184.073558864,-6.329754146925876,35.95708304429343,SVOC
CC(C(CO)ON(=O)=O)(C(=O)OO)ON(=O)=O,256.017894456,-3.1555228242543185,74695.54292699268,IVOC
CCc1ccc(C)c(c1O)N(=O)=O,181.073893212,-2.2668027348934308,408884.16842578567,IVOC
CC12C=CC(C(C)(C1O)OO2)O,172.073558864,-5.767003889607846,122.81670519665975,SVOC
CC(=O)CCC(=O)C(C)(C)C(=O)O,186.089208928,-5.6020599913279625,194.18174046337356,SVOC
CC(=CC=O)CO,100.052429496,-3.11069829749369,32365.06862919808,IVOC
CC(C)C,58.07825032,2.492760389026837,7539127781.344529,VOC
CCC1=CC(C2(C(C)(C1OO2)O)N(=O)=O)(O)OO,263.064116376,-5.060980223551334,954.1761984549958,IVOC
CCC(=O)CCC(=O)CC,142.099379688,-1.8664610916297824,806637.2646695587,IVOC
CC12C=CC(C(C)(C1(C)O)OO2)OO,202.084123548,-5.649751981665837,188.941519837354,SVOC
CC1=C(C)C(C2(C)C(C1OO2)O)(O)OO,218.079038168,-5.853871964321762,127.43512513720313,SVOC
CCC(C)(CCOO)O,134.094294308,-3.1817741063860447,36828.44513563714,IVOC
CCC(=O)C=CC1C(C(=O)O)O1,170.0579088,-6.860120913598763,9.795421119321071,SVOC
CC1=CC(=O)C(C(C)(C1=O)OO)O,186.05282342,-7.3214816209598865,3.7042631820681122,SVOC
CCCC,58.07825032,2.4683473304121573,7127021118.055608,VOC
CCCCCC(CCC(CC)O)O,188.177630008,-5.1180450286604,598.5082716048838,IVOC
CCCCC(CCC(CC)O)O,174.161979944,-4.782516055786093,1199.4564620221663,IVOC
