SMILES,molar_mass,log_p_sat
CC(C=O)(C(=O)OO)O,134.021523292,-1.5934598195660448
CCc1c(C)cc(c(c1O)O)N(=O)=O,197.068807832,-3.2873502983727887
CC(=O)C(C)(C)CON(=O)=O,161.068807832,-1.6946486305533763
CC(=CCON(=O)=O)CON(=O)=O,192.038235976,-1.779891911959945
C(C(C(C=O)(CO)O)ON(=O)=O)O,195.03790162800001,-5.067526235322847
C=C(CCO)C1(CC(C)(C)C1CCC(=O)O)OON(=O)=O,303.131802012,-7.910094888560602
CCC(C)(CCC=O)O,130.099379688,-1.8210230527068303
CC(=O)C(C(C)OO)ON(=O)=O,179.042987008,-2.5590909179347823
CC(C)OC(=O)C,102.06807956,0.173186268412274
CCC12C(=O)C=CC(C)(C1O)OO2,184.073558864,-5.649751981665837
COC(O)OC,92.047344116,-1.111820506081675
C1=CC(C2C(C1OO2)ON(=O)=O)(O)OO,221.01716618400002,-4.853871964321762
CC(C=O)(C(CO)O)ON(=O)=O,179.042987008,-3.416801226031377
CC1(C)CC(C1CC=O)C(CCC=O)(CO)ON(=O)=O,287.136887392,-6.482804102050026
CCCCC(C)O,102.104465068,-0.9913998282380824
C(COC=O)O,90.031694052,-1.320572103387881
CC(CC(=O)O)C(=O)C,130.06299418,-3.705533773838407
CC1(C)CC(C1CC=O)(C(=O)CCO)ON(=O)=O,259.105587264,-5.530177984021837
C=C(CCC=O)C1CC(C)(C)C1CCC(=O)C=O,250.156894564,-5.555955204081924
CC(C)C(=O)C(C(C1C(C=O)O1)O)O,202.084123548,-5.302770657240282
CCC(=O)C=C(C)C(C(=O)CC)O,184.109944372,-3.742321425130816
CCC(C)(CCON(=O)=O)O,163.084457896,-2.18111458540599
CC1(C)CC(C1CCC(=O)OC)C(CCC=O)(CO)OO,302.17293855199995,-8.79860287567955
CC(=O)C(=O)CC(=O)CC=O,156.042258736,-3.500312917381596
C(C=O)C(=O)OON(=O)=O,148.99603681600001,-0.3946949538588905
C(CO)C(=O)OON(=O)=O,151.01168688,-0.835647144215563
C(CO)C(C(=O)OO)O,136.037173356,-4.146301788223826
CCC(=O)CC(C(CC)O)OO,176.104858992,-3.899629454882437
CCC(C)CC(C)O,116.120115132,-1.2518119729937995
CC(=O)C(CC(=O)CC=O)OO,174.05282342,-4.987162775294828
CCCC(=O)C(C(C(=O)C=O)O)OO,204.063388104,-4.892790030352131
CON(=O)=O,77.011292956,1.9537596917332287
CC1(C=O)C(C=O)O1,114.031694052,-1.40340290437354
CC(C)(CO)OC,104.083729624,-0.4225082001627747
CC(=O)C(CON(=O)=O)O,149.032422324,-1.892790030352132
CC(=O)C(C)(C(=O)OON(=O)=O)O,193.02225156400002,-1.316052869248488
CC(=O)CCC1C(CC1(C)C)C(CCC(=O)O)(CO)O,286.178023932,-10.568636235841012
CC(=O)C(CCO)(C=O)OO,162.05282342,-4.354577730650908
CC(C)(CCC(=O)O)O,132.078644244,-4.707743928643524
CC(=O)C(O)OC(=O)C,132.042258736,-2.185086818724926
COC(=O)OC,90.031694052,0.7403626894942439
CC1(C)C(CC1C(=O)CO)CC(=O)OO,216.099773612,-5.534617148551582
CC1=CCC(CC1)C(C)(CO)O,170.130679816,-4.586700235918748
CC(C)C1=CC(=O)C=CC1=O,150.06807956,-2.322393047279507
C(COCO)O,92.047344116,-3.2104192878355744
CC(=CC(=O)C)C(=O)C(=O)C,154.06299418,-2.494850021680094
COCOC,76.052429496,1.7032913781186614
CSC,62.019021192,1.6222140229662954
CC(C)C(CC(=O)OON(=O)=O)O,193.058637072,-1.537602002101044
CC1(C(COC1=O)O)OO,148.037173356,-5.336299074610352
CC(=O)C(CC=O)(CC=O)OO,174.05282342,-4.271646217978772
CCC(=O)C=C(C)C(C(=O)C)O,170.094294308,-3.562249437179612
CCc1ccc(C)c(c1O)O,152.083729624,-3.2006594505464183
CC(=O)CCC(=O)CC(=O)O,158.0579088,-5.767003889607846
CCC(=O)C=CC1(C)C(C(=O)O)O1,184.073558864,-6.621602099051862
CC1(C)C(=O)CCC(=O)C1C(=O)OON(=O)=O,245.053551692,-4.219682687859849
CC(=O)OCCC=O,116.047344116,-1.5287082889410617
C=C(C)C(CCC(=O)OON(=O)=O)CC=O,231.074287136,-3.1958605676646497
CC1(C)C(CC=O)CC1ON(=O)=O,187.084457896,-2.752026733638193
CC1=CCC(CC1O)O,128.083729624,-4.58838029403677
CCCCCCCC(CC(=O)CC)OO,216.172544628,-5.507239610973163
C=C(CCC=O)C1CC(C)(C)C1CCC(=O)COO,268.167459248,-7.886056647693163
CC(=CC(=O)C)C=O,112.052429496,-0.9393021596463884
Cc1cccc(c1O)O,124.052429496,-2.892790030352132
CC(=O)CCC1C(CC1(C)C)C(=O)OO,214.120509056,-4.355561410532162
CC(C)(C=O)C(=O)CC(=O)OON(=O)=O,219.03790162800001,-2.899629454882437
C=CCCC,70.07825032,1.8785217955012063
C=C(C)C(CC=O)CC(=O)C(=O)C,182.094294308,-3.2533658010624213
COC(=O)COO,106.02660867200001,-1.2494916051486538
CC(CCCO)OO,120.078644244,-3.092051478387728
C=C(C)C1CCC(C)(C(C1)OO)O,186.125594436,-5.436518914605589
C(CCC(=O)OO)CC=O,146.0579088,-2.703334809738469
CC(=O)C(CCO)C(C=O)OO,176.068473484,-5.311580177997289
CCCC(=O)C=CC(C=O)OO,172.073558864,-4.705533773838407
CC1(C)C2CCC(C1C2)(C(=O)OO)O,200.104858992,-3.614393726401688
CC(=C(C)C)C,84.093900384,1.4712917110589383
CCOC(C)(C)CON(=O)=O,163.084457896,-1.204815410317576
CC(CCC(C)OO)O,134.094294308,-3.262012673666569
CC(=O)C(CC(C)(C)O)O,146.094294308,-3.0199966284162536
c1cc(c(cc1N(=O)=O)N(=O)=O)O,184.012021228,-2.8297382846050425
CC1=CC2(C)C(C(C)(C1ON(=O)=O)OO2)O,231.074287136,-5.603800652904264
CC(=O)C(=O)C(C)(C)O,130.06299418,-1.0958256317158366
CCOCC=O,88.052429496,0.3074960379132129
CC(C)(C=O)C(=O)CC(=O)O,158.0579088,-4.517126416391246
C(Cl)(Cl)OO,115.943184664,0.2695129442179163
CC(=O)OCON(=O)=O,135.01677226,-0.2146701649892329
Cc1cc(c(C)c(c1O)N(=O)=O)N(=O)=O,212.043321356,-3.30715308072277
CC(=O)C=CC1(C)C(C)(C(=O)O)O1,184.073558864,-6.401209493236885
CC(=O)C(C)OC(=O)C=O,144.042258736,-2.5214335044061564
Cc1ccc(C)c(c1)OO,138.06807956,-2.4001169279263124
CC(=O)C(=O)OO,104.01095860800001,-0.4867823999320609
CC1(C)C2C(=O)CC(=O)C1C2=O,166.06299418,-4.068033885271827
CC(=O)C(C(C)(C)O)OO,148.073558864,-2.85078088734462
CC(CON(=O)=O)(C(C=O)O)O,179.042987008,-3.003050751504619
CC(C)(C)CON(=O)=O,133.073893212,0.2528530309798932
CCC1C(C(C(=O)O1)OO)O,162.05282342,-5.3872161432802645
CC(C(=O)C)C(=O)OO,132.042258736,-1.4341521813264824
C(C(Cl)OO)(Cl)Cl,163.919862376,-1.2839966563652008
CCC(C=O)ON(=O)=O,133.037507704,-0.2313618987523855
CC(OCCO)ON(=O)=O,151.048072388,-2.11069829749369
c1ccc(cc1)CC(=O)OO,152.047344116,-2.430626090384954
C(CO)C(=O)OO,106.02660867200001,-1.8386319977650247
CC(=O)CCC1C(CC1(C)C)C(=O)CCC=O,238.156894564,-5.860120913598763
CC(=O)C=CC(C(=O)C)O,142.06299418,-3.5346171485515816
CCC(C)(C)C(=O)O,116.083729624,-1.578396073130169
CCC(=O)C=CC(=O)OO,144.042258736,-1.6038006529042637
CCC(C)(CO)O,104.083729624,-1.9430951486635275
CC1(C)CC(C1CCOO)C(=O)CCC=O,228.13615912,-4.838631997765025
C(=CC(=O)OO)C(=O)C=O,144.005873228,-1.0655015487564323
CCc1cc(C)cc(C)c1,134.109550448,-1.175874166083451
CCCC(OC(=O)C(=O)C)OO,176.068473484,-3.5100415205751654
CC(C)(C(CC=O)C(=O)CC=O)O,186.089208928,-4.742321425130816
CCc1cc(c(C)c(c1O)O)N(=O)=O,197.068807832,-5.8996294548824375
COC(OC)ON(=O)=O,137.032422324,-0.2740883677049518
CC(=O)C(CC(=O)OON(=O)=O)O,193.02225156400002,-2.543633966870957
CC(C=O)(C(C=O)O)OO,148.037173356,-2.779891911959945
C(C(=O)C(CO)OO)O,136.037173356,-4.910094888560602
CC(C)(CC(=O)C(=O)CCO)C(CCC(=O)O)OO,276.12090298000004,-9.145086977692143
CCC(=O)C=C(C)C(C(=O)CC)OO,200.104858992,-5.3448615651886175
CCC(=O)C(C(C(=O)C=O)O)OO,190.04773804,-4.661543506395395
CS(=O)OON(=O)=O,140.973193196,-0.3477536589966768
CCCC(CC)ON(=O)=O,147.089543276,-0.2732727909734277
C(C(Cl)OO)ON(=O)=O,156.977799908,-0.9746941347352298
CC(=CC(=O)C)C(=O)OON(=O)=O,189.027336944,-1.1844222516757328
C(C(=O)OON(=O)=O)ON(=O)=O,181.98111502400002,1.0934216851622351
C=C1CCC(C(C)(CCC2C1CC2(C)C)O)ON(=O)=O,283.17835828,-5.841637507904751
CC(=CC(=O)C)C(C(=O)C)O,156.078644244,-3.417936637088291
CCC(C)(CCCON(=O)=O)O,177.10010796,-2.7772835288524167
CCCCOCC(C)O,132.115029752,-1.3645162531850878
C=C(CO)C(=O)CO,116.047344116,-3.2448877336049287
C(C(=O)OON(=O)=O)Br,198.911634264,-0.1824346304402192
C(CC(=O)CC=O)C=O,128.047344116,-3.0
CC1C(C(C)(C(=O)O1)O)O,146.0579088,-5.721246399047171
C(=O)(C(Cl)(Cl)O)OON(=O)=O,204.918092112,0.0791812460476248
CCCCC(CCC(CC)O)ON(=O)=O,219.147058152,-4.089375595110798
CC(C)C(C)C(=O)O,116.083729624,-1.6716203965612624
CC12C=CC(C(C)(C1(C)O)OO2)O,186.089208928,-5.296708621881339
CCCCC(C(=O)OO)ON(=O)=O,193.058637072,-1.5391021572434522
CCC(CCC(CC)ON(=O)=O)O,191.115758024,-3.206209615309181
CC(C)C(=O)C=CC1C(C(=O)OO)O1,200.068473484,-5.224025668870631
CCC(C)(C(=O)OO)ON(=O)=O,179.042987008,-0.8013429130455774
CC(CC(C)O)CON(=O)=O,163.084457896,-2.512861624522813
CCC(=O)C(C(C)(C1C(CC)(C=O)O1)OO)O,246.110338296,-4.663540266151471
c1ccc(cc1)CCO,122.07316494,-2.447331783887807
CCC1=CC(=O)C(C(C1=O)ON(=O)=O)OO,231.03790162800001,-5.235823867609669
CCOC(C)(C)C=O,116.083729624,-0.2146701649892329
CC(C)C(COO)ON(=O)=O,165.063722452,-1.454692883534176
CC1(C)CC(C1CC=O)O,142.099379688,-2.263603497723357
CCCCCCC(CCC(CC)O)ON(=O)=O,247.17835828,-5.168130225719498
C=C(C)C(CCO)C=O,128.083729624,-2.5606673061697376
Cc1ccc(cc1)COO,138.06807956,-2.9281179926938745
CC1=C(C)C(=O)C(C)(C(C1=O)O)OO,200.068473484,-7.293282217663242
CC(C)C12C(C(C(=C(C1(O)OO)O)N(=O)=O)OO2)ON(=O)=O,324.044109204,-6.206209615309182
CC(=O)C1CC(CON(=O)=O)C1(C)C,201.10010796,-3.2676062401770314
Cc1cccc(C)c1C,120.093900384,-0.5934598195660449
C=C(CCC=O)C(=O)CC(C)(C)C(CCO)OO,258.14672380400003,-7.037157318798758
C(C(=O)OON(=O)=O)O,136.99603681600001,-0.1592667653881933
COC(=O)CCOO,120.04225873600001,-2.2700257143004445
CC(C)(C(C=O)C(=O)CCC=O)ON(=O)=O,231.074287136,-4.001304841688344
CCC12C=CC(C(C1O)OO2)(O)O,188.068473484,-7.2380721615794705
CC(=O)CCC(=O)C(C)(C)CON(=O)=O,217.09502258,-3.9706162223147903
CCCCCC(CCC(CC)O)OO,204.172544628,-5.127843727251707
CCCCC(COO)O,134.094294308,-3.6635402661514704
CCCC=O,72.057514876,1.2329961103921538
CC(C(CON(=O)=O)O)(C(=O)OO)ON(=O)=O,256.017894456,-3.0186344909214555
CCC12C=CC(C(C1O)OO2)(O)OO,204.063388104,-6.1438755557577
CCC(CC(=O)C(C)OO)O,162.089208928,-4.752026733638194
CC(C)(C)C,72.093900384,2.037426497940624
CC(C)C(CO)ON(=O)=O,149.068807832,-1.630784142589857
CC(CO)C(C)COO,134.094294308,-3.4190750243243806
CC(C(=O)CC(=O)C=O)(C(=O)OON(=O)=O)ON(=O)=O,293.997159012,-2.4436974992327127
CC(C(CON(=O)=O)O)(C(=O)OON(=O)=O)ON(=O)=O,301.002972664,-2.153044674980176
C=C(C)C(CCC(=O)O)CC(=O)OON(=O)=O,247.069201756,-5.005243055412372
CC1(C)CC(C1CC=O)ON(=O)=O,187.084457896,-2.469800301796918
C=C(C)C(CO)ON(=O)=O,147.053157768,-1.494850021680094
CC(C)(CO)OC=O,118.06299418,-0.7931741239681502
C=C(C)C(CCO)C(=O)OON(=O)=O,205.058637072,-3.002613615602687
CCCC(=O)C=CC(=O)C=O,154.06299418,-2.265200170411153
CC1C(C(C(=O)O1)OO)O,148.037173356,-5.51427857351842
CC1(C)C2C(=O)CC(=O)C1C2OO,184.073558864,-6.329754146925876
CC(C(CO)ON(=O)=O)(C(=O)OO)ON(=O)=O,256.017894456,-3.1555228242543185
CCc1ccc(C)c(c1O)N(=O)=O,181.073893212,-2.2668027348934308
CC12C=CC(C(C)(C1O)OO2)O,172.073558864,-5.767003889607846
CC(=O)CCC(=O)C(C)(C)C(=O)O,186.089208928,-5.6020599913279625
CC(=CC=O)CO,100.052429496,-3.11069829749369
CC(C)C,58.078250319999995,2.492760389026837
CCC1=CC(C2(C(C)(C1OO2)O)N(=O)=O)(O)OO,263.064116376,-5.060980223551334
CCC(=O)CCC(=O)CC,142.099379688,-1.8664610916297824
CC12C=CC(C(C)(C1(C)O)OO2)OO,202.084123548,-5.649751981665837
CC1=C(C)C(C2(C)C(C1OO2)O)(O)OO,218.079038168,-5.853871964321762
CCC(C)(CCOO)O,134.094294308,-3.1817741063860447
CCC(=O)C=CC1C(C(=O)O)O1,170.0579088,-6.860120913598763
CC1=CC(=O)C(C(C)(C1=O)OO)O,186.05282342,-7.3214816209598865
CCCC,58.078250319999995,2.4683473304121573
CCCCCC(CCC(CC)O)O,188.177630008,-5.1180450286604
CCCCC(CCC(CC)O)O,174.161979944,-4.782516055786093
CCC(=O)C=CC(C(=O)C)O,156.078644244,-3.636388020107856
C(=CC(=O)OO)C=O,116.01095860800001,-1.0030507515046188
CCC(=O)C(=O)C(=O)C,128.047344116,-0.889410289700751
CC(C)(CC(=O)C(=O)CCO)C(CCC(=O)O)O,260.12598836,-8.211124884224583
CC(CON(=O)=O)(C(C=O)CO)OO,209.053551692,-5.634512015109101
CC(C)C(=O)C=CC(=O)OON(=O)=O,203.042987008,-1.7569619513137056
CCC(=O)C(C(=O)C(=CC(=O)OO)C)O,216.063388104,-4.071092309756048
CC1=C(C)C(=O)C(C(C1=O)O)O,170.0579088,-4.91721462968355
CC(=O)CCC(=O)C(C)(C)CC(=O)C(=O)CCO,256.13107374000003,-6.958607314841775
CC(C=O)(C(CO)ON(=O)=O)ON(=O)=O,224.02806521600002,-3.052566278112949
CCCC(=O)CC(=O)OON(=O)=O,191.042987008,-1.8601209135987635
CCCC1C=CC(=O)O1,126.06807956,-2.876148359032914
CC(C(C)(CCO)O)O,134.094294308,-4.364516253185088
C=CCl,61.992327775999996,2.330413773349191
CC(OC=O)ON(=O)=O,135.01677226,0.1335389083702175
CC(CO)(C(C=O)CO)ON(=O)=O,193.058637072,-4.8996294548824375
C=CCCCC,84.093900384,1.3242824552976926
CC(COO)OC(=O)C,134.0579088,-1.3788237182249647
CCC(C=O)OO,104.047344116,-1.0767559813697234
C(C(=O)OON(=O)=O)OC=O,164.99095143600002,-0.2448877336049288
CC(=O)C(CC(C(=O)C)OO)CO,190.084123548,-5.106793246940152
CCCC(=CC=O)C(=O)O,142.06299418,-3.567030709125594
CC(=CC(=O)OO)C(=O)C(C=O)O,188.032087976,-3.3169529617611504
CCCC(=O)C(C=O)O,130.06299418,-1.3819519032879073
CC(C)OC(C)ON(=O)=O,149.068807832,-0.640164517660112
CCC1=CC(=O)C(C)(C(C1=O)ON(=O)=O)OO,245.053551692,-5.060980223551334
C(=O)C(C(C=O)O)O,118.02660867200001,-2.001304841688344
CC(=O)C(C(C1C(C=O)O1)O)OO,190.04773804,-5.072116589669293
CCC(=C(C)C(=O)OO)C(=O)C=O,186.05282342,-2.1101382787418115
CC(CCC(C)(C)O)OO,148.109944372,-3.519993057042849
CC1=C(C(C2(C(C1(C)OO2)O)N(=O)=O)(O)OO)N(=O)=O,294.03354451999996,-5.392544976785332
CC(CC(=O)OO)O,120.04225873600001,-1.8728952016351923
CC(=O)C(CCC(=O)COO)CC=O,202.084123548,-6.844663962534939
CC(C=O)(C(CO)O)O,134.0579088,-2.826813731587726
Cc1cc(C)cc(c1)C(=O)C=O,162.06807956,-2.5900668766687054
CCC(CCON(=O)=O)O,149.068807832,-1.9208187539523751
CCC(=O)C(C(=O)C)O,130.06299418,-1.3001622741327543
C(COCON(=O)=O)O,137.032422324,-1.9318141382538383
CC(=O)CCC1C(CC1(C)C)C(CCC=O)(CON(=O)=O)O,315.16818751999995,-7.844663962534939
CCCC(=O)C(C(C=O)O)O,160.073558864,-2.7772835288524167
CC(C)C12C=CC(C(C1O)OO2)OO,202.084123548,-5.995678626217358
CCCC(C(=O)OON(=O)=O)ON(=O)=O,224.02806521600002,-0.7851561519523022
CC(=C(C)C(=O)OO)C(=O)C=O,172.037173356,-1.9065783148377649
CC(C(=O)OON(=O)=O)O,151.01168688,-0.2580609222708011
C(COO)O,78.031694052,-2.65169513695184
CC1(C)C2CC1C(C)(C(C2)OO)ON(=O)=O,231.110672644,-4.142064735280571
CCOCCO,90.06807956,-0.3045183235098025
CC(=O)OC(=O)CCOO,148.037173356,-3.8297382846050425
CC(=O)C(=O)CC(CC=O)OO,174.05282342,-4.924453038607469
Cc1cccc(c1)CON(=O)=O,167.058243148,-2.151810883008601
C=C(C=O)CO,86.036779432,-1.1561445773768388
CC(=CC(=O)OON(=O)=O)CON(=O)=O,222.01241515200002,-1.5934598195660448
C(C=O)C(CO)O,104.047344116,-2.282329496997738
CC(CO)(C(CC=O)CC=O)O,174.089208928,-4.651695136951839
CCC(=O)C(C(C)(C=O)OO)O,176.068473484,-2.665546248849069
CC(=O)CCC1C(CC1(C)C)C(=O)CC(=O)C=O,252.13615912,-6.31695296176115
CCC(=O)CC(=O)O,116.047344116,-3.321481620959886
COC(=O)CCC(=O)OO,148.037173356,-2.449771646944906
C(CC(=O)CC(=O)O)C=O,144.042258736,-5.619788758288394
CC(C)(CO)C(=O)OO,134.0579088,-1.6020599913279625
CCC(=O)CCC(=O)O,130.06299418,-4.0695604052333
CC(C=O)OC(=O)C(=O)C,144.042258736,-2.614393726401688
CCC12C(=C(C(C(C1ON(=O)=O)(N(=O)=O)OO2)(O)OO)N(=O)=O)C,353.03427279199997,-5.892790030352131
C(CC(=O)C(C=O)O)C=O,144.042258736,-3.1745738822321767
c1ccc(cc1)CC(=O)OON(=O)=O,197.032422324,-2.1687703061329366
CCc1cc(C)cc(c1)C(C)OO,180.115029752,-4.001304841688344
CCC(COC(=O)C)O,132.078644244,-1.7931741239681502
CC(CO)C(C)CO,118.099379688,-3.486782399932061
CC1(C=O)C(C)(C(C(C=O)OO)O)O1,204.063388104,-4.943095148663527
CCCC(=O)C(C)ON(=O)=O,161.068807832,-1.2798406965940432
C=C(C)C1CCC(C)(C(=O)C1)O,168.115029752,-3.4762535331884354
CC(C)(COO)OC=O,134.0579088,-1.712198270069774
CC(CO)(C(CC=O)CO)ON(=O)=O,207.074287136,-6.067526235322847
CCC(CC(=O)C=O)O,130.06299418,-1.563837352959244
CC(C)C(=O)C(=O)C(C1C(C=O)O1)O,200.068473484,-4.4156687756324695
C=C(CCC=O)C(=O)COO,158.0579088,-4.131943638176958
CCCC(=CC(=O)C=O)C(=O)OO,186.05282342,-2.087246696328677
CCC(=O)COO,104.047344116,-1.705533773838407
CC(C)(CC(=O)O)CO,132.078644244,-4.273272790973428
C(C(Cl)(Cl)O)(Cl)O,163.919862376,-3.339134521996131
CCC(C)(CCO)O,118.099379688,-2.9430951486635277
CSC=O,75.998285748,1.0
C(C(Cl)(Cl)O)(Cl)(Cl)O,197.880890024,-2.5316526695878427
CC1=C(C)C(C2C(C1(C)OO2)O)(O)O,202.084123548,-6.30189945437661
CC(C(C=O)O)OO,120.04225873600001,-3.213248577854438
CC(C)CC(C)OO,118.099379688,-1.3819519032879073
CC(=CC(=O)C)C(=O)OO,144.042258736,-1.4559319556497243
CS(=O)O,79.993200368,-3.6675615400843946
CCCc1cccc(c1O)O,152.083729624,-3.549750891680639
CCCC(CCC(=O)CC)O,158.130679816,-2.9956786262173574
CCCC(C(=O)C)OO,132.078644244,-2.2676062401770314
CC(C(C)O)O,90.06807956,-1.9706162223147905
CCC(=O)C=C(C)C1C(CC)(C(=O)OON(=O)=O)O1,273.08485182000004,-4.690369832574101
C(C(Cl)(Cl)O)O,129.958834728,-2.8297382846050425
CC1(C)C2CC1C(=O)CC2O,154.099379688,-4.293282217663242
CC(C)C12C=CC(C(C1O)OO2)(O)O,202.084123548,-6.73754891026957
CC1(C=O)C(C(=O)OON(=O)=O)O1,191.00660150000002,-1.321481620959886
C=C(C)C(CC=O)CC(C(=O)C)O,184.109944372,-3.896196279044043
