Index,Aldehyde_1,bifunctional_reagent,Aldehyde_2,lcms_ratio
261,O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CC(C)(C)CC=O,9.661381983
955,O=Cc1ccc(-c2ccccn2)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,Cn1cc(C=O)cn1,1.771619475
1137,C=CCOc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCN(c2ccccc2)C1,0.476186067
788,O=Cc1cccc(F)c1,CC(C)(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,O=CCC(F)(F)F,0.0
804,O=Cc1ccc(Cl)c(Cl)c1,CC(C)(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc2ccccc2c1,0.0
159,O=Cc1cocn1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(F)cc1Cl,0.0
414,CC(C)(C)C=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cc1ccc(C=O)cn1,4.738692547
785,O=Cc1cccc(F)c1,CC(C)(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,O=CC1CCC1,2.080429457
200,O=C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,Cn1cc(C=O)cn1,2.17342047
821,Cc1cccc(C=O)c1,CC(C)(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,O=CC1CCC1,2.552406018
454,O=CC1CCCCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C)C=O,6.169014085
1095,COc1ccnc(C=O)c1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CCCn1nc(C)cc1C=O,0.047307473
141,CC(=O)c1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=CC1CC1,1.955528769
595,O=Cc1cc(Cl)cc(Cl)c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,Cc1c(C=O)cnn1-c1ccccc1,50.98493155
97,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,Cc1cccc(C=O)c1,36.82232685
391,CC(C)C=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cc1cc(C=O)no1,0.0
1102,COc1ccnc(C=O)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,COC(=O)N1C=C(C=O)OCC1,0.003143233
110,O=Cc1cc(Cl)cc(Cl)c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(Cl)c(Cl)c1,11.60725987
987,O=Cc1cccc(Br)c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,Cc1ccc(C=O)cc1,0.992077088
676,Cc1ccc(C=O)cc1,CC(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(O)cc1,37.1309846
1097,COc1ccnc(C=O)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cc1nc(N(C)C)sc1C=O,0.037024499
627,COC(=O)c1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,N#Cc1ccc(C=O)cc1,0.119841785
1025,N#Cc1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(-n2cncn2)cc1,2.485426754
1081,Cc1ccc2[nH]cc(C=O)c2c1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,Cn1cnc2cc(C=O)ccc21,0.030537608
210,O=C1CCC(c2ccccc2)CC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(F)cc1Cl,50.43049643
232,O=C1CCOc2ccccc21,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1cc(C=O)ccc1F,20.97127853
1144,O=Cc1cccc(C(F)(F)F)c1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CC(C)(C)c1cccc(C=O)c1O,0.139785418
843,O=Cc1ccc(N2CCCC2)cc1,CC(C)(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,COC(=O)c1ccc(C=O)cc1,0.0
479,O=CC1CCN(C(=O)OCc2ccccc2)CC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCOC1,121.5430185
440,O=CC1CCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1nccs1,1.558532031
985,O=Cc1cccc(Br)c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,COc1ccc(C=O)cc1,1.536934725
287,CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCC1,1.585189834
1071,CC(C)Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CCCn1nc(C)cc1C=O,1.13309572
406,O=CC1CC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C)C=O,42.07399474
185,O=Cc1ccc2occc2c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1cccnc1,0.127782971
1074,CC(C)Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cc(O)c(O)c(Cl)c1,3.709295705
1099,COc1ccnc(C=O)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cc(F)c(O)c(F)c1,0.001593169
678,Cc1ccc(C=O)cc1,CC(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(-c2ccccn2)cc1,6.806509844
1115,O=Cc1ccc(F)c2ccccc12,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CC(C)(C)OC(=O)n1cnc(C=O)c1,0.020811868
1107,O=Cc1cccc([N+](=O)[O-])c1O,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CCCn1nc(C)cc1C=O,0.005163529
675,Cc1ccc(C=O)cc1,CC(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,CC(C)(C)c1ccc(C=O)cc1,31.80825134
696,O=Cc1ccc(F)cc1Cl,CC(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,O=CC1CCCCC1,11.63692969
747,Cc1ccc(C=O)cn1,CC(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,CC(C)(C)c1ccc(C=O)cc1,14.91350707
434,O=CC1CCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CC(=O)c1ccc(C=O)cc1,47.90234533
619,O=Cc1ccc(C(F)(F)F)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,Cc1c(C=O)cnn1-c1ccccc1,18.53991806
345,COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C=O)CC,496.5504054
674,Cc1ccc(C=O)cc1,CC(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(Cl)c(Cl)c1,22.74236779
61,N#Cc1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(Cl)cc1,36.35276827
931,N#Cc1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,Cn1c(C=O)nc2ccccc21,0.659603667
93,O=Cc1ccc(-c2ccccn2)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,CCC(C=O)CC,3.116144713
917,COC(=O)c1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1cccnc1,0.738796874
320,O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1cc(C=O)cn1,172.6528126
839,O=Cc1ccc2c(c1)OCC2,CC(C)(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,Cn1nc2ccccc2c1C=O,0.0
281,CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cc(Cl)cc(Cl)c1,13.61733363
1016,COC(=O)c1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,CCC(C=O)CC,0.0
651,O=Cc1cccnc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,N#Cc1ccc(C=O)cc1,0.276876807
769,CC(C)(C)c1ccc(C=O)cc1,CC(C)(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(C(F)(F)F)cc1,10.22884433
183,O=Cc1ccc2occc2c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(F)cc1Cl,0.49036763
689,O=Cc1ccc(F)cc1Cl,CC(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1cccnc1,6.109803241
478,O=CC1CCN(C(=O)OCc2ccccc2)CC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C)C=O,96.60148719
111,O=Cc1cc(Cl)cc(Cl)c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(F)cc1Cl,6.965106263
990,O=Cc1cccc(Br)c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,Cc1c(C=O)cnn1-c1ccccc1,1.201055793
1002,O=Cc1ccc(C(F)(F)F)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,Cc1c(C=O)cnn1-c1ccccc1,42.89345197
579,CC(C)(C)c1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,N#Cc1ccc(C=O)cc1,43.88079261
534,COC(=O)c1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1cnc(-c2ccccc2)nc1,3.876824476
1114,O=Cc1cccc([N+](=O)[O-])c1O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,COC(=O)N1C=C(C=O)OCC1,0.001003182
914,COC(=O)c1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,CC(=O)Nc1ccc(C=O)cc1,0.0
262,O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CCC(C=O)CC,1.053863394
1112,O=Cc1cccc([N+](=O)[O-])c1O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CN1CCCCC(C=O)C1=O,0.005678369
588,CC(C)(C)c1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=CC1CCCCC1,41.2048942
606,O=Cc1cccc(Br)c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(-n2cncn2)cc1,5.256239936
583,CC(C)(C)c1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,Cc1c(C=O)cnn1-c1ccccc1,53.22319494
938,O=Cc1cccnc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,CC(=O)Nc1ccc(C=O)cc1,0.0
138,CC(=O)c1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1cocn1,0.130524204
932,N#Cc1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,Cn1cc(C=O)cn1,5.658779317
1055,COc1cc2ccccc2cc1C=O,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CC(C)(C)OC(=O)n1cnc(C=O)c1,0.008087337
962,CC(C)(C)c1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,N#Cc1ccc(C=O)cc1,0.0
618,O=Cc1ccc(C(F)(F)F)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(-n2cncn2)cc1,4.000742674
715,Cc1cccc(C=O)c1,CC(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,Cc1nn(-c2ccccc2)cc1C=O,42.67377639
835,O=Cc1ccc2c(c1)OCC2,CC(C)(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,O=CC1CCCCC1,0.0
30,O=Cc1cccc(Br)c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1cnc(-c2ccccc2)nc1,1.788999337
746,Cc1ccc(C=O)cn1,CC(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(Cl)c(Cl)c1,2.697903998
166,O=Cc1cocn1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=CC1CCCCC1,0.0
249,CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CC(C)(C)CC=O,27.1607065
308,O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1cc(C=O)cn1,147.8049338
347,COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCCC(C)C=O,235.3604228
335,O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCCC(C)C=O,346.1389298
824,Cc1cccc(C=O)c1,CC(C)(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,O=CCC(F)(F)F,0.0
854,O=Cc1ccc(-c2ccccc2)cc1,CC(C)(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(F)cc1Cl,2.439390366
943,O=Cc1cccnc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,Cn1c(C=O)nc2ccccc21,0.0
378,O=Cc1ccc(-c2ccccc2)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cnc(-c2ccccc2)nc1,21.60131452
934,N#Cc1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,CCCC(C)C=O,0.0
928,N#Cc1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(CN2CCOCC2)cc1,0.0
520,O=Cc1ccc(C(F)(F)F)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(CN2CCOCC2)cc1,1.711422769
461,O=CC1CCOCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccncc1,0.0
723,CC(=O)c1ccc(C=O)cc1,CC(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,CC(C)(C)c1ccc(C=O)cc1,0.0
623,O=Cc1ccc(C(F)(F)F)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,CC(C)(C)CC=O,0.0
66,N#Cc1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1cnc(-c2ccccc2)nc1,4.86029439
424,CC(C)CC=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,COc1cccc(C=O)c1,27.56819468
507,O=Cc1cccc(Br)c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,N#Cc1cc(C=O)ccc1F,17.61509855
1040,O=Cc1cccnc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,CCC(C=O)CC,0.0
916,COC(=O)c1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(CN2CCOCC2)cc1,1.652553164
255,O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1ccccc1C=O,0.0
859,O=Cc1ccc(-c2ccccc2)cc1,CC(C)(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,O=CC1CCCCC1,28.09160894
313,O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(Cl)cc1,189.9050296
436,O=CC1CCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,COc1cccc(C=O)c1,258.9169954
222,O=C1CCOC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(F)cc1Cl,5.38008726
236,O=C1CCOc2ccccc21,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,Cn1cc(C=O)cn1,8.768709869
900,O=Cc1cccc(Br)c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=CC1CCCCC1,34.45504742
1034,O=Cc1cccnc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,N#Cc1ccc(C=O)cc1,0.0
306,O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cnc(-c2ccccc2)nc1,5.519193428
412,CC(C)(C)C=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,COc1cccc(C=O)c1,41.75565912
697,O=Cc1cccc(Cl)c1,CC(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(C(F)(F)F)cc1,0.976564367
1092,COc1ccnc(C=O)c1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,Cc1ccc(C=O)c(O)c1,0.016447581
250,CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CCC(C=O)CC,16.82951942
823,Cc1cccc(C=O)c1,CC(C)(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,O=CC1CCCCC1,0.0
535,COC(=O)c1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,Cn1c(C=O)nc2ccccc21,0.589958621
72,N#Cc1ccc(C=O)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=CC1CCCCC1,26.52123384
95,O=Cc1ccc(-c2ccccn2)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,CCCC(C)C=O,2.504955611
1128,C=CCOc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,Cc1ccc(C=O)c(O)c1,0.019538295
34,O=Cc1cccc(Br)c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=CC1CCCC1,25.06063937
774,CC(C)(C)c1ccc(C=O)cc1,CC(C)(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,CCCC(C)C=O,0.0
825,Cc1cccc(C=O)c1,CC(C)(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(N2CCCC2)cc1,0.0
260,O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,Cn1cc(C=O)cn1,0.897489845
205,O=C1CCC(c2ccccc2)CC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(C(F)(F)F)cc1,63.81944164
514,O=Cc1cccc(Br)c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,CCCC(C)C=O,18.29662188
744,CC(=O)Nc1ccc(C=O)cc1,CC(OC[Si](C)(C)C)C(=O)ON1C(=O)c2ccccc2C1=O,O=CC1CCCCC1,3.26692298
494,O=Cc1cc(Cl)cc(Cl)c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,CC(=O)Nc1ccc(C=O)cc1,0.248055082
366,O=Cc1cccnc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cnc(-c2ccccc2)nc1,1.588132844
78,O=Cc1cccnc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1cnc(-c2ccccc2)nc1,0.0
85,O=Cc1ccc(-c2ccccn2)cc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(Cl)cc1,2.80159058
458,O=CC1CCOCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CC(=O)c1ccc(C=O)cc1,6.712858926
83,O=Cc1cccnc1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,CCCC(C)C=O,0.0
