Index,Amine_SMILES,Bromide_SMILES,Catalysts_SMILES,Solvent_SMILES,Base_SMILES,Yield
18,Nc1ccccc1,Brc1ncccc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C1COCCO1,C(=O)([O-])[O-].[K+].[K+],82.0
19,Nc1ccccc1,Brc1ncccc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C1COCCO1,N12CCCN=C1CCCCC2,101.0
20,Nc1ccccc1,Brc1ncccc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,CC1=CC=CC=C1,N12CCCN=C1CCCCC2,87.0
21,Nc1ccccc1,Brc1ncccc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC(OC)=C7C8=C(C(C)C)C=C(C(C)C)C=C8C(C)C,C1COCCO1,C(=O)([O-])[O-].[K+].[K+],41.0
22,Nc1ccccc1,Brc1ncccc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC(OC)=C7C8=C(C(C)C)C=C(C(C)C)C=C8C(C)C,C1COCCO1,N12CCCN=C1CCCCC2,100.0
23,Nc1ccccc1,Brc1ncccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC4=C(C=CC=C4)N3C5=CC=CC=C5,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,11.0
24,Nc1ccccc1,Brc1ncccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4OC,C1COCCO1,[Na+].[O-]C(C)(C)C,78.0
25,Nc1ccccc1,Brc1ncccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4OC,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,27.0
26,Nc1ccccc1,Brc1ncccc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC=C7C8=C(C(C)C)C=C(C(C)C)C(C9=C(F)C(F)=C(CCCC)C(F)=C9F)=C8C(C)C,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,66.0
27,Nc1ccccc1,Brc1ncccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,C1COCCO1,[Na+].[O-]C(C)(C)C,83.0
28,Nc1ccccc1,Brc1ncccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,74.0
29,Nc1ccccc1,Brc1ncccc1,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,C1COCCO1,[Na+].[O-]C(C)(C)C,14.0
30,Nc1ccccc1,Brc1ncccc1,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,9.0
31,Nc1ccccc1,Brc1ncccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,74.0
32,Nc1ccccc1,Brc1ncccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,C1COCCO1,[Na+].[O-]C(C)(C)C,79.0
33,Nc1ccccc1,Brc1ncccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,76.0
34,Nc1ccc(OC)cc1,Brc1c2c(cccc2)ccc1,CC(C)(C)[P](C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2,C1COCCO1,[Na+].[O-]C(C)(C)C,66.0
35,Nc1ccc(OC)cc1,Brc1c2c(cccc2)ccc1,CC(C)(C)[P](C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,57.0
36,Nc1ccc(OC)cc1,Brc1c2c(cccc2)ccc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C1COCCO1,[Na+].[O-]C(C)(C)C,68.0
37,Nc1ccc(OC)cc1,Brc1c2c(cccc2)ccc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,CC1=CC=CC=C1,C(=O)([O-])[O-].[K+].[K+],77.0
38,Nc1ccc(OC)cc1,Brc1c2c(cccc2)ccc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC(OC)=C7C8=C(C(C)C)C=C(C(C)C)C=C8C(C)C,C1COCCO1,[Na+].[O-]C(C)(C)C,35.0
39,Nc1ccc(OC)cc1,Brc1c2c(cccc2)ccc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC(OC)=C7C8=C(C(C)C)C=C(C(C)C)C=C8C(C)C,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,52.0
40,Nc1ccc(OC)cc1,Brc1c2c(cccc2)ccc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=CC=NN7C8=C(C9=CC=CC=C9)N(C%10=CC=CC=C%10)N=C8C%11=CC=CC=C%11,C1COCCO1,N12CCCN=C1CCCCC2,6.0
41,Nc1ccc(OC)cc1,Brc1c2c(cccc2)ccc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=CC=NN7C8=C(C9=CC=CC=C9)N(C%10=CC=CC=C%10)N=C8C%11=CC=CC=C%11,CC1=CC=CC=C1,N12CCCN=C1CCCCC2,21.0
42,Nc1ccc(OC)cc1,Brc1c2c(cccc2)ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,67.0
43,Nc1ccc(OC)cc1,Brc1c2c(cccc2)ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC4=C(C=CC=C4)N3C5=CC=CC=C5,C1COCCO1,[Na+].[O-]C(C)(C)C,75.0
44,Nc1ccc(OC)cc1,Brc1c2c(cccc2)ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC4=C(C=CC=C4)N3C5=CC=CC=C5,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,65.0
45,Nc1ccc(OC)cc1,Brc1c2c(cccc2)ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4OC,C1COCCO1,[Na+].[O-]C(C)(C)C,83.0
46,Nc1ccc(OC)cc1,Brc1c2c(cccc2)ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4OC,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,61.0
47,Nc1ccc(OC)cc1,Brc1c2c(cccc2)ccc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC=C7C8=C(C(C)C)C=C(C(C)C)C(C9=C(F)C(F)=C(CCCC)C(F)=C9F)=C8C(C)C,C1COCCO1,C(=O)([O-])[O-].[K+].[K+],40.0
48,Nc1ccc(OC)cc1,Brc1c2c(cccc2)ccc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC=C7C8=C(C(C)C)C=C(C(C)C)C(C9=C(F)C(F)=C(CCCC)C(F)=C9F)=C8C(C)C,C1COCCO1,[Na+].[O-]C(C)(C)C,60.0
49,Nc1ccc(OC)cc1,Brc1c2c(cccc2)ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,28.0
50,Nc1ccc(OC)cc1,Brc1c2c(cccc2)ccc1,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,C1COCCO1,N12CCCN=C1CCCCC2,0.0
51,Nc1ccc(OC)cc1,Brc1c2c(cccc2)ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,60.0
52,Nc1ccc(OC)cc1,Brc1c2c(cccc2)ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,59.0
53,Nc1ccc(OC)cc1,Brc1c(C)n(C)nc1C,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,14.0
54,Nc1ccc(OC)cc1,Brc1c(C)n(C)nc1C,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(N(C)C)C=CC=C4N(C)C,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,5.0
55,Nc1ccc(OC)cc1,Brc1c(C)n(C)nc1C,[P](CC)(CC)C1=CC=CC=C1C2=C(N(C)C)C=CC=C2N(C)C,CC1=CC=CC=C1,C(=O)([O-])[O-].[K+].[K+],1.0
56,Nc1ccc(OC)cc1,Brc1c(C)n(C)nc1C,[P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,CC1=CC=CC=C1,C(=O)([O-])[O-].[K+].[K+],1.0
57,Nc1ccc(OC)cc1,Brc1c(C)n(C)nc1C,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4,C1COCCO1,[Na+].[O-]C(C)(C)C,1.0
58,Nc1ccc(OC)cc1,Brc1c(C)n(C)nc1C,[P](C1CCCCC1)(C2CCCCC2)C3=CC4=C(C=CC=C4)N3C5=CC=CC=C5,C1COCCO1,[Na+].[O-]C(C)(C)C,2.0
59,Nc1ccc(OC)cc1,Brc1c(C)n(C)nc1C,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4OC,C1COCCO1,[Na+].[O-]C(C)(C)C,2.0
60,Nc1ccc(OC)cc1,Brc1c(C)n(C)nc1C,[P](C1CCCCC1)(C2CCCCC2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,C1COCCO1,C(=O)([O-])[O-].[K+].[K+],22.0
61,Nc1ccc(OC)cc1,Brc1c(C)n(C)nc1C,[P](C1CCCCC1)(C2CCCCC2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,CC1=CC=CC=C1,C(=O)([O-])[O-].[K+].[K+],25.0
62,Nc1ccc(OC)cc1,Brc1c(C)n(C)nc1C,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,C1COCCO1,C(=O)([O-])[O-].[K+].[K+],13.0
63,Nc1ccc(OC)cc1,Brc1c(C)n(C)nc1C,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,C1COCCO1,C(=O)([O-])[O-].[K+].[K+],1.0
64,Nc1ccc(OC)cc1,Brc1c(C)n(C)nc1C,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,CC1=CC=CC=C1,N12CCCN=C1CCCCC2,2.0
65,Nc1ccc(OC)cc1,Brc1cc(SC)ccc1,CC(C)(C)[P](C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2,C1COCCO1,[Na+].[O-]C(C)(C)C,74.0
66,Nc1ccc(OC)cc1,Brc1cc(SC)ccc1,CC(C)(C)[P](C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,59.0
67,Nc1ccc(OC)cc1,Brc1cc(SC)ccc1,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(N(C)C)C=CC=C4N(C)C,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,12.0
68,Nc1ccc(OC)cc1,Brc1cc(SC)ccc1,[P](CC)(CC)C1=CC=CC=C1C2=C(N(C)C)C=CC=C2N(C)C,C1COCCO1,N12CCCN=C1CCCCC2,0.0
69,Nc1ccc(OC)cc1,Brc1cc(SC)ccc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C1COCCO1,N12CCCN=C1CCCCC2,39.0
70,Nc1ccc(OC)cc1,Brc1cc(SC)ccc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,CC1=CC=CC=C1,N12CCCN=C1CCCCC2,55.0
71,Nc1ccc(OC)cc1,Brc1cc(SC)ccc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC(OC)=C7C8=C(C(C)C)C=C(C(C)C)C=C8C(C)C,C1COCCO1,[Na+].[O-]C(C)(C)C,81.0
72,Nc1ccc(OC)cc1,Brc1cc(SC)ccc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC(OC)=C7C8=C(C(C)C)C=C(C(C)C)C=C8C(C)C,CC1=CC=CC=C1,C(=O)([O-])[O-].[K+].[K+],42.0
73,Nc1ccc(OC)cc1,Brc1cc(SC)ccc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC(OC)=C7C8=C(C(C)C)C=C(C(C)C)C=C8C(C)C,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,61.0
74,Nc1ccc(OC)cc1,Brc1cc(SC)ccc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(C)C(C)=C(C)C(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C1COCCO1,C(=O)([O-])[O-].[K+].[K+],70.0
75,Nc1ccc(OC)cc1,Brc1cc(SC)ccc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(C)C(C)=C(C)C(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,CC1=CC=CC=C1,C(=O)([O-])[O-].[K+].[K+],41.0
76,Nc1ccc(OC)cc1,Brc1cc(SC)ccc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=CC=NN7C8=C(C9=CC=CC=C9)N(C%10=CC=CC=C%10)N=C8C%11=CC=CC=C%11,C1COCCO1,[Na+].[O-]C(C)(C)C,67.0
77,Nc1ccc(OC)cc1,Brc1cc(SC)ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC4=C(C=CC=C4)N3C5=CC=CC=C5,C1COCCO1,[Na+].[O-]C(C)(C)C,80.0
78,Nc1ccc(OC)cc1,Brc1cc(SC)ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC4=C(C=CC=C4)N3C5=CC=CC=C5,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,53.0
79,Nc1ccc(OC)cc1,Brc1cc(SC)ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4OC,C1COCCO1,[Na+].[O-]C(C)(C)C,84.0
80,Nc1ccc(OC)cc1,Brc1cc(SC)ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4OC,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,77.0
81,Nc1ccc(OC)cc1,Brc1cc(SC)ccc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC=C7C8=C(C(C)C)C=C(C(C)C)C(C9=C(F)C(F)=C(CCCC)C(F)=C9F)=C8C(C)C,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,70.0
82,Nc1ccc(OC)cc1,Brc1cc(SC)ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,C1COCCO1,[Na+].[O-]C(C)(C)C,70.0
83,Nc1ccc(OC)cc1,Brc1cc(SC)ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,49.0
84,Nc1ccc(OC)cc1,O=c1n(C)cnc2c1cc(Br)cc2,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C1COCCO1,C(=O)([O-])[O-].[K+].[K+],98.0
85,Nc1ccc(OC)cc1,O=c1n(C)cnc2c1cc(Br)cc2,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,79.0
86,Nc1ccc(OC)cc1,O=c1n(C)cnc2c1cc(Br)cc2,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC(OC)=C7C8=C(C(C)C)C=C(C(C)C)C=C8C(C)C,C1COCCO1,C(=O)([O-])[O-].[K+].[K+],95.0
87,Nc1ccc(OC)cc1,O=c1n(C)cnc2c1cc(Br)cc2,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC(OC)=C7C8=C(C(C)C)C=C(C(C)C)C=C8C(C)C,CC1=CC=CC=C1,N12CCCN=C1CCCCC2,62.0
88,Nc1ccc(OC)cc1,O=c1n(C)cnc2c1cc(Br)cc2,[P](C(C)(C)C)(C(C)(C)C)C1=C(C)C(C)=C(C)C(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C1COCCO1,N12CCCN=C1CCCCC2,97.0
89,Nc1ccc(OC)cc1,O=c1n(C)cnc2c1cc(Br)cc2,[P](C(C)(C)C)(C(C)(C)C)C1=C(C)C(C)=C(C)C(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,CC1=CC=CC=C1,C(=O)([O-])[O-].[K+].[K+],92.0
90,Nc1ccc(OC)cc1,O=c1n(C)cnc2c1cc(Br)cc2,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=CC=NN7C8=C(C9=CC=CC=C9)N(C%10=CC=CC=C%10)N=C8C%11=CC=CC=C%11,C1COCCO1,[Na+].[O-]C(C)(C)C,6.0
91,Nc1ccc(OC)cc1,O=c1n(C)cnc2c1cc(Br)cc2,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=CC=NN7C8=C(C9=CC=CC=C9)N(C%10=CC=CC=C%10)N=C8C%11=CC=CC=C%11,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,85.0
92,Nc1ccc(OC)cc1,O=c1n(C)cnc2c1cc(Br)cc2,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC=C7C8=C(C(C)C)C=C(C(C)C)C(C9=C(F)C(F)=C(CCCC)C(F)=C9F)=C8C(C)C,C1COCCO1,C(=O)([O-])[O-].[K+].[K+],89.0
93,Nc1ccc(OC)cc1,O=c1n(C)cnc2c1cc(Br)cc2,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC=C7C8=C(C(C)C)C=C(C(C)C)C(C9=C(F)C(F)=C(CCCC)C(F)=C9F)=C8C(C)C,C1COCCO1,[Na+].[O-]C(C)(C)C,70.0
94,Nc1ccc(OC)cc1,O=c1n(C)cnc2c1cc(Br)cc2,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC=C7C8=C(C(C)C)C=C(C(C)C)C(C9=C(F)C(F)=C(CCCC)C(F)=C9F)=C8C(C)C,CC1=CC=CC=C1,N12CCCN=C1CCCCC2,95.0
95,Nc1ccc(OC)cc1,O=c1n(C)cnc2c1cc(Br)cc2,[P](C1CCCCC1)(C2CCCCC2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,C1COCCO1,C(=O)([O-])[O-].[K+].[K+],95.0
96,Nc1ccc(OC)cc1,O=c1n(C)cnc2c1cc(Br)cc2,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,C1COCCO1,C(=O)([O-])[O-].[K+].[K+],94.0
97,Nc1ccc(OC)cc1,O=c1n(C)cnc2c1cc(Br)cc2,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,CC1=CC=CC=C1,[Na+].[O-]C(C)(C)C,79.0
