SMILES,molar_mass,log_p_sat,c,volatility
C(=O)(N(=O)(=O))C(=O)C(C(=O))OOC(=O)C(=O),232.980780676,-3.931394196702765,11006.694203195417,IVOC
C(=O)(N(=O)(=O))C(=O)C(C(=O)C(ON(=O)(=O)))OOC(=O)C(=O),307.976423568,-5.0585996436868985,1085.5474935243753,IVOC
C(=O)(N(=O)(=O))C(=O)C(C(O))(C(=O))OOC(=O),234.99643074,-4.557362839468088,2626.8146383341223,IVOC
C(=O)(N(=O)(=O))C(=O)C(C(O))(C(=O))OOC(=O)C(=O),262.99134536,-5.422466661537472,401.0567189101675,IVOC
C(=O)(N(=O)(=O))C(=O)C(C(O))C(=O),175.01168688,-4.316407389214272,3407.145363894319,IVOC
C(=O)(N(=O)(=O))C(=O)C(C(ON(=O)(=O)))(C(=O))OOC(=O)C(=O),307.976423568,-4.201874820650419,7805.013380938267,IVOC
C(=O)(N(=O)(=O))C(=O)C(C(OO))(C(=O))OOC(=O),250.99134536000005,-5.431284929971985,375.063513576845,IVOC
C(=O)(N(=O)(=O))C(=O)C(C(OO))(C(=O))OOC(=O)C(=O),278.98625998000006,-6.144649352992568,80.6611599578487,SVOC
C(=O)(N(=O)(=O))C(=O)C(C(OO))C(=O),191.0066015,-4.82556845513167,1151.3594332662926,IVOC
C(=O)(N(=O)(=O))C(=O)C(C(OO))C(=O)OOC(=O),250.99134536000005,-4.708953981835783,1978.954303342361,IVOC
C(=O)(N(=O)(=O))C(=O)C(C)(C(=O)(O))OOC(=O),234.99643074,-5.52357657119605,283.9328855266115,SVOC
C(=O)(N(=O)(=O))C(=O)C(C)(C(=O)(O))OOC(=O)C(=O),262.99134536,-6.043859064502535,95.8988487383539,SVOC
C(=O)(N(=O)(=O))C(=O)C(C)(C(=O)(OO))OOC(=O),250.99134536000005,-5.364506226325924,437.404776639434,IVOC
C(=O)(N(=O)(=O))C(=O)C(C)(C(=O)(OON(=O)(=O)))OOC(=O),295.976423568,-2.6395959452700613,273773.98282304214,IVOC
C(=O)(N(=O)(=O))C(=O)C(C)(C(=O))OOC(=O),219.00151612,-3.1372358977629524,64408.35760479949,IVOC
C(=O)(N(=O)(=O))C(=O)C(C)(C(=O))OOC(=O)C(=O),246.99643074,-4.036971942063332,9150.603480723135,IVOC
C(=O)(N(=O)(=O))C(=O)C(C)C(=O)(O),175.01168688,-3.4825388133233472,23241.236967784855,IVOC
C(=O)(N(=O)(=O))C(=O)C(C)C(=O)(OO),191.0066015,-4.141459831553478,5563.134335036234,IVOC
C(=O)(N(=O)(=O))C(=O)C(C)C(=O)C(=O)C(=O)(OON(=O)(=O)),291.981508948,-1.6593378011443911,2580765.5260510007,IVOC
C(=O)(N(=O)(=O))C(=O)C(C)C(=O)OOC(=O),219.00151612,-2.414990720097539,339771.85604246537,IVOC
C(=O)(N(=O)(=O))C(=O)C(C1(O))OOC1(C(=O)(O))C(=O),262.99134536,-7.316057772397925,5.124065653427149,SVOC
C(=O)(N(=O)(=O))C(=O)C(N(=O)(=O))(C1(O))OOC1C(=O)(OO),295.976423568,-6.276852364283223,63.11546047231055,SVOC
C(=O)(N(=O)(=O))C(=O)C(O)(C(=O)(O))C(=O),204.985866056,-2.8787685448503786,109316.66490786152,IVOC
C(=O)(N(=O)(=O))C(=O)C(O)(C(=O)(O))C(OO),222.99643074,-6.347538010373716,40.41019095854953,SVOC
C(=O)(N(=O)(=O))C(=O)C(O)(C(=O)(OO))C(=O),220.980780676,-2.2462637778249896,505617.0692056376,IVOC
C(=O)(N(=O)(=O))C(=O)C(O)(C(=O))OOC(=O),220.980780676,-2.609594843519919,219023.47303213162,IVOC
C(=O)(N(=O)(=O))C(=O)C(O)(C(=O))OOC(=O)C(=O),248.97569529600003,-3.3166529544040424,48443.442857739195,IVOC
C(=O)(N(=O)(=O))C(=O)C(O)(C(ON(=O)(=O)))C(=O)(OO),267.981508948,-3.6011567960611592,27081.89396888343,IVOC
C(=O)(N(=O)(=O))C(=O)C(O)(C(OO))C(=O)(OO),238.99134536000005,-6.570702937657961,25.906589144517056,SVOC
C(=O)(N(=O)(=O))C(=O)C(O)(C)C(=O),175.01168688,-0.4380785268412068,25746578.622676097,VOC
C(=O)(N(=O)(=O))C(=O)C(O)(C)C(=O)(O),191.0066015,-4.079948611256429,6409.59763593719,IVOC
C(=O)(N(=O)(=O))C(=O)C(O)(C)C(=O)(OO),207.00151612,-1.6321224933621197,1947968.9685552525,IVOC
C(=O)(N(=O)(=O))C(=O)C(O)(C)C(=O)OOC(=O),234.99643074,-2.159768405041892,656181.3190619046,IVOC
C(=O)(N(=O)(=O))C(=O)C(O)(C1(=O))OOC1C(=O),232.980780676,-3.24313670792896,53692.59441625346,IVOC
C(=O)(N(=O)(=O))C(=O)C(O)(C1(O))OOC1C(=O),234.99643074,-4.907345665709157,1173.4013986817654,IVOC
C(=O)(N(=O)(=O))C(=O)C(O)(C1(O)C(OO))OOC1C(=O),281.00191004400006,-8.024016242043437,1.0725660130690824,SVOC
C(=O)(N(=O)(=O))C(=O)C(O)(ON(=O)(=O))C(O)(C)C(=O)C(=O),293.997159012,-7.567083664229506,3.213590025435072,SVOC
C(=O)(N(=O)(=O))C(=O)C(O)(OO)C(O)(C)C(=O)C(=O),265.006995424,-7.105090974169778,8.392616244704838,SVOC
C(=O)(N(=O)(=O))C(=O)C(O)(OO)C(O)C(=O)C(=O),250.99134536000005,-5.33295140281243,470.3686245958745,IVOC
C(=O)(N(=O)(=O))C(=O)C(O)C(=O),160.996036816,-0.5643626418572965,17708572.127069045,VOC
C(=O)(N(=O)(=O))C(=O)C(O)C(=O)(O),176.99095143600002,-3.724892037357189,13452.098161883812,IVOC
C(=O)(N(=O)(=O))C(=O)C(O)C(=O)(OO),192.985866056,-3.9516785880671192,8701.17526099399,IVOC
C(=O)(N(=O)(=O))C(=O)C(O)C(=O)C(=O)(OO),220.980780676,-3.2616137593569823,48805.83478174262,IVOC
C(=O)(N(=O)(=O))C(=O)C(ON(=O)(=O))(C(OO))OC(=O),267.981508948,-4.121245844441456,8176.924447774943,IVOC
C(=O)(N(=O)(=O))C(=O)C(ON(=O)(=O))C(=O)C(O)(C)C(=O)(OO),309.992073632,-4.501964978321944,3936.5576156555508,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO),148.996036816,-1.265760395564545,3259457.497666944,VOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C(O))OC(=O),222.99643074,-5.425305270216634,337.8497818722411,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C(O))OC(=O)C(=O),250.99134536000005,-5.687943047864786,207.70487976721355,SVOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C(ON(=O)(=O)))OC(=O),267.981508948,-4.267071399813788,5844.729678702638,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C(ON(=O)(=O)))OC(=O)C(=O),295.976423568,-4.67983086935326,2495.498136990087,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C(OO))C(=O),222.99643074,-4.61766762456724,2169.5081628410026,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C(OO))OC(=O),238.99134536000005,-4.964364010912854,1046.5239322708521,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C(OO))OC(=O)C(=O),266.98625998000006,-5.494871226625843,344.62651340905563,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C)C(=O),191.0066015,-2.5012760292520952,242942.4178546963,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C)C(=O)(OO),222.99643074,-4.711052153834335,1749.7530501665526,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C)C(=O)(OON(=O)(=O)),267.981508948,-2.1389437554231265,785040.5209696261,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C)C(=O)C(=O)C(=O),246.99643074,-3.3248402875944736,47160.82471535069,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C)C(=O)OOC(=O),250.99134536000005,-3.189343628578199,65470.56957112488,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C)C(O)C(=O)(OON(=O)(=O)),297.992073632,-4.453958844987691,4226.461026688324,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C)C(O)C(=O)C(=O),249.012080804,-4.648217823358829,2258.0502131317003,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C)OC(=O),207.00151612,-3.4851021810972327,27327.65375561468,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C)OC(=O)C(=O),234.99643074,-3.876659478157564,12593.10397436956,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C)OC(=O)C(=O)(OO),266.98625998000006,-6.151415566705277,75.99838198921029,SVOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C)OC(=O)C(=O)(OON(=O)(=O)),311.971338188,-3.48993050356614,40730.07347261395,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C)OOC(=O),222.99643074,-3.118575711243496,68462.57060755907,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C)OOC(=O)C(=O),250.99134536000005,-3.9612438969442887,11069.954881027157,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)(C1(O))OOC1C(=O),250.99134536000005,-5.353383281533089,448.7520713359834,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)C(=O),176.99095143600002,-2.1057947408579163,559612.3937565292,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)C(=O)(O),192.985866056,-4.047366185231767,6980.56088240869,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)C(=O)(OO),208.980780676,-3.941762946138027,9639.941587311603,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)C(=O)C(O)(C)C(=O)(O),265.006995424,-6.32128983989928,51.01507148809684,SVOC
C(=O)(N(=O)(=O))C(=O)C(OO)C(=O)C(O)(C)C(=O)(OO),281.001910044,-6.102948606608735,89.4317371230958,SVOC
C(=O)(N(=O)(=O))C(=O)C(OO)C(=O)C(O)(C)C(=O)(OON(=O)(=O)),325.98698825199995,-4.11290489818912,10139.72948300195,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)C(=O)C(OO),222.99643074,-3.9186878080889262,10847.785898637001,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)C(ON(=O)(=O)),223.991679708,-2.631713115097869,210984.12189987412,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)OC(=O),192.985866056,-2.57154122648442,208792.6844158369,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)OC(=O)C(=O),220.980780676,-2.7382614526474622,162863.60815209794,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)OC(=O)C(=O)(OO),252.97060991600003,-5.350501913269752,455.3015783421114,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)OC(=O)C(=O)(OON(=O)(=O)),297.955688124,-2.642065152999546,274042.25277421717,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)OC(=O)C(=O)C(ON(=O)(=O)),295.976423568,-4.215708686744536,7265.732969112411,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)OC(=O)C(=O)C(OO),266.98625998000006,-5.9377992793048895,124.28554859303176,SVOC
C(=O)(N(=O)(=O))C(=O)C(OO)OC(=O)C(ON(=O)(=O)),267.981508948,-3.5350252483515763,31536.288583708367,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)OC(=O)C(OO),238.99134536000005,-4.389464617633139,3932.3173337101775,IVOC
C(=O)(N(=O)(=O))C(=O)C(OO)OOC(=O),208.980780676,-2.5331323796458904,247004.55879983207,IVOC
C(=O)(N(=O)(=O))C(=O)C1(C(=O)(O))OOC(C1(O))C(=O),262.99134536,-8.254590376970302,0.5903126378889716,SVOC
C(=O)(N(=O)(=O))C(=O)C1(C(=O))OOC(C1(O))C(=O),246.99643074,-5.417092328087733,381.3549172596047,IVOC
C(=O)(N(=O)(=O))C(=O)C1(C(O))OOC(C1(=O))C(=O),246.99643074,-3.0752997459619302,83776.44603235557,IVOC
C(=O)(N(=O)(=O))C(=O)C1(C(O))OOC(C1(O))C(=O),249.012080804,-7.253884995123431,5.598432206015825,SVOC
C(=O)(N(=O)(=O))C(=O)C1(C(ON(=O)(=O)))OOC(C1(=O))C(=O),291.981508948,-1.9848079582371656,1219771.2467611765,IVOC
C(=O)(N(=O)(=O))C(=O)C1(C(ON(=O)(=O)))OOC(C1(O))C(=O),293.997159012,-5.984371513718614,122.94266450577881,SVOC
C(=O)(N(=O)(=O))C(=O)C1(C(OO))OOC(C1(=O))C(=O),262.99134536,-4.155218283107489,7420.85891547263,IVOC
C(=O)(N(=O)(=O))C(=O)C1(C(OO))OOC(C1(O))C(=O),265.006995424,-6.749383570223203,19.037274375972125,SVOC
C(=O)(N(=O)(=O))C(=O)C1(C)OC1(OO)C(=O),219.00151612,-3.174018008167911,59177.976971174656,IVOC
C(=O)(N(=O)(=O))C(=O)C1(C)OOC(C1(=O))C(=O),231.00151612,-2.101823516502324,737093.0478783953,IVOC
C(=O)(N(=O)(=O))C(=O)C1(C)OOC(C1(=O))C(=O)(O),246.99643074,-4.025756212791128,9389.997268440024,IVOC
C(=O)(N(=O)(=O))C(=O)C1(C)OOC(C1(=O))C(=O)(OO),262.99134536,-4.712997035956222,2054.354662502227,IVOC
C(=O)(N(=O)(=O))C(=O)C1(C)OOC(C1(=O))C(=O)(OON(=O)(=O)),307.976423568,-2.561615892965286,340904.37880891364,IVOC
C(=O)(N(=O)(=O))C(=O)C1(C)OOC(C1(O)(O))C(=O),249.012080804,-5.195798765889548,639.9597391922789,IVOC
C(=O)(N(=O)(=O))C(=O)C1(C)OOC(C1(O))C(=O),233.017166184,-4.7967485567720125,1500.9642931177116,IVOC
C(=O)(N(=O)(=O))C(=O)C1(C)OOC(OO)(C1(=O))C(=O),262.99134536,-3.5102025471832428,32769.50723653726,IVOC
C(=O)(N(=O)(=O))C(=O)C1(O)OOC(ON(=O)(=O))(C(=O))C1(O)C,309.992073632,-5.77779967326297,208.58444455199063,SVOC
C(=O)(N(=O)(=O))C(=O)C1(O)OOC(OO)(C(=O))C1(O)C,281.00191004400006,-1.6480491674006157,2549124.8446864104,IVOC
C(=O)(N(=O)(=O))C(=O)C1OC1C(=O)C(OO),219.00151612,-4.602875783610014,2204.4605893976186,IVOC
C(=O)(N(=O)(=O))C(=O)C1OOC(C1(=O))C(=O),216.985866056,-2.0583891978463664,765196.9834127389,IVOC
C(=O)(N(=O)(=O))C(=O)C1OOC(C1(=O))C(=O)(O),232.980780676,-3.905246399301301,11689.735863372509,IVOC
C(=O)(N(=O)(=O))C(=O)C1OOC(C1(=O))C(=O)(OO),248.97569529600003,-4.691896930485844,2041.695749447031,IVOC
C(=O)(N(=O)(=O))C(=O)C1OOC(C1(=O))C(=O)(OON(=O)(=O)),293.960773504,-1.855861862336412,1652564.8854061912,IVOC
C(=O)(N(=O)(=O))C(=O)C1OOC(C1(=O))C(=O)C(ON(=O)(=O)),291.981508948,-2.4373503277880832,430265.00235791615,IVOC
C(=O)(N(=O)(=O))C(=O)C1OOC(C1(O)(O))C(=O),234.99643074,-7.219583960827482,5.717528083156401,SVOC
C(=O)(N(=O)(=O))C(=O)C1OOC(C1(O)(OO))C(=O),250.99134536000005,-6.283951826960747,52.654794332019456,SVOC
C(=O)(N(=O)(=O))C(=O)C1OOC(C1(O))C(=O),219.00151612,-4.675500678026434,1864.9940244635588,IVOC
C(=O)(N(=O)(=O))C(=O)C1OOC(C1(O))C(=O)C(ON(=O)(=O)),293.997159012,-6.372373698090473,50.31534291277904,SVOC
C(=O)(N(=O)(=O))C(=O)C1OOC(OO)(C1(O))C(=O)(OON(=O)(=O)),327.966252808,-4.682473362736945,2748.443390976138,IVOC
C(=O)(N(=O)(=O))C(=O)CC(=O)(O),160.996036816,-3.386914537301075,26645.97703386135,IVOC
C(=O)(N(=O)(=O))C(=O)CC(=O)(OO),176.99095143600002,-3.885872545859668,9285.59033216287,IVOC
C(=O)(N(=O)(=O))C(=O)CC(=O)C(=O)C(=O)(O),216.985866056,-3.7475689054015824,15652.854262277464,IVOC
C(=O)(N(=O)(=O))C(=O)CC(=O)C(O)(C(OO))C(=O)(OON(=O)(=O)),325.98698825199995,-5.201066949225391,827.6835382164205,IVOC
C(=O)(N(=O)(=O))C(=O)CC(=O)C(O)(C)C(=O)(O),233.017166184,-5.862207573756421,129.09557130878792,SVOC
C(=O)(N(=O)(=O))C(=O)CC(=O)C(O)(C)C(=O)(OO),249.012080804,-6.059249048393547,87.64000027172092,SVOC
C(=O)(N(=O)(=O))C(=O)CC(=O)C(O)(C)C(=O)(OON(=O)(=O)),293.997159012,-3.394617382645124,47803.17606728585,IVOC
C(=O)(N(=O)(=O))C(=O)CC(=O)C(O)(O)C(=O)(O),234.99643074,-3.9882411253221455,9739.824734595066,IVOC
C(=O)(N(=O)(=O))C(=O)CC(=O)C(O)(O)C(=O)(OO),250.99134536000005,-10.362437663320382,0.004394931236048869,LVOC
C(=O)(N(=O)(=O))C(=O)CC(=O)C(O)(O)C(=O)(OON(=O)(=O)),295.976423568,-2.355266072552808,526892.5365015629,IVOC
C(=O)(N(=O)(=O))C(=O)CC(=O)C(OO),191.0066015,-4.21454541152827,4701.473225278665,IVOC
C(=O)(N(=O)(=O))C(=O)CC(=O)OOC(=O),204.985866056,-2.3459197646934293,372850.86389527057,IVOC
C(=O)(N(=O)(=O))C(=O)CC(=O)OOC(=O)C(=O),232.980780676,-3.161317577514668,64823.65580314696,IVOC
C(=O)(N(=O)(=O))C(=O)CC(=O)OOC(=O)C(=O)(O),248.97569529600003,-5.022893539386536,952.7839128158141,IVOC
C(=O)(N(=O)(=O))C(=O)CC(=O)OOC(=O)C(=O)C(ON(=O)(=O)),307.976423568,-6.482948438524485,40.860157287836614,SVOC
C(=O)(N(=O)(=O))C(=O)CC(=O)OOC(=O)C(OO),250.99134536000005,-4.165628441141058,6914.508368595574,IVOC
C(=O)(N(=O)(=O))C(=O)CC(C(=O)(O))OOC(=O),234.99643074,-6.084779600827894,77.98528550268229,SVOC
C(=O)(N(=O)(=O))C(=O)CC(O)C(=O),175.01168688,-4.343263192378942,3202.8371679706306,IVOC
C(=O)(N(=O)(=O))C(=O)CC1(C(ON(=O)(=O)))OOC(=O)C1(=O),291.981508948,-4.52847171571399,3488.306475734559,IVOC
C(=O)(N(=O)(=O))C(=O)CC1(C(OO))OOC(=O)C1(=O),262.99134536,-6.849223328319919,15.012365508139288,SVOC
C(=O)(N(=O)(=O))C(=O)CC1(O)OOC(=O)C1(O)C(ON(=O)(=O)),309.992073632,-7.0292740186096605,11.68981321566138,SVOC
C(=O)(N(=O)(=O))C(=O)CC1(O)OOC(=O)C1(O)C(OO),281.001910044,-8.033472004792266,1.049465746921457,SVOC
C(=O)(N(=O)(=O))C(=O)CC1(ON(=O)(=O))OOC(=O)C1(O)C(OO),325.98698825199995,-6.231530421426924,77.16153265223072,SVOC
C(=O)(N(=O)(=O))C(=O)OC(=O),146.98038675200002,-0.2976961512545509,29874059.098972667,VOC
C(=O)(N(=O)(=O))C(=O)OC(=O)(O),162.97530137200002,-1.94420134046752,747569.2921543912,IVOC
C(=O)(N(=O)(=O))C(=O)OC(=O)C,160.996036816,-1.3042907287909202,3222964.0238307416,VOC
C(=O)(N(=O)(=O))C(=O)OC(=O)C(=O)(OO),206.965130612,-3.168427496793305,56650.100720694696,IVOC
C(=O)(N(=O)(=O))C(=O)OC(=O)C(=O)C(=O)C,216.985866056,-1.4371007366666977,3199349.6843650243,VOC
C(=O)(N(=O)(=O))C(=O)OC(=O)C(=O)C(=O)C(OO),248.97569529600003,-2.9404365820987324,115199.70660819272,IVOC
C(=O)(N(=O)(=O))C(=O)OC(=O)C(=O)C(C(O))C(=O)(O),262.99134536,-6.120260196886759,80.42892446278711,SVOC
C(=O)(N(=O)(=O))C(=O)OC(=O)C(=O)C(C)C(=O),231.00151612,-3.054033965404314,82283.33130571045,IVOC
C(=O)(N(=O)(=O))C(=O)OC(=O)C(=O)C(C)C(=O)(O),246.99643074,-4.196907951635966,6331.60374188549,IVOC
C(=O)(N(=O)(=O))C(=O)OC(=O)C(=O)C(O),204.985866056,-2.580374639112257,217310.28394694405,IVOC
C(=O)(N(=O)(=O))C(=O)OC(=O)C(=O)C(O)(C(=O)(O))C(=O),276.97060991600006,-6.842544437737304,16.055367502695137,SVOC
C(=O)(N(=O)(=O))C(=O)OC(=O)C(=O)C(O)(C(ON(=O)(=O)))C(=O),307.976423568,-4.20084205874903,7823.595961845031,IVOC
C(=O)(N(=O)(=O))C(=O)OC(=O)C(=O)C(O)(C(OO))C(=O),278.98625998000006,-3.37234991080618,47748.95873466117,IVOC
C(=O)(N(=O)(=O))C(=O)OC(=O)C(=O)C(O)(C)C(=O),246.99643074,-3.064757742204552,85834.90612737674,IVOC
C(=O)(N(=O)(=O))C(=O)OC(=O)C(=O)C(O)C(=O)(O),248.97569529600003,-5.011533332924034,978.0355077201344,IVOC
C(=O)(N(=O)(=O))C(=O)OC(=O)C(=O)C(O)C(=O)C(ON(=O)(=O)),307.976423568,-3.4586854518296613,43207.88623346823,IVOC
C(=O)(N(=O)(=O))C(=O)OC(=O)C(=O)C(ON(=O)(=O))(C)C(=O),291.981508948,-3.193374195140444,75459.19273068337,IVOC
C(=O)(N(=O)(=O))C(=O)OC(=O)C(=O)C(ON(=O)(=O))C(=O)C,291.981508948,-3.548771337167085,33290.09333171334,IVOC
C(=O)(N(=O)(=O))C(=O)OC(=O)C(=O)C(OO)(C)C(=O)(O),278.98625998,-5.768190355586306,191.92142543213052,SVOC
C(=O)(N(=O)(=O))C(=O)OC(=O)C(C(O))=C(N(=O)(=O))C(=O)(O),291.981508948,-7.7752172057163955,1.976374055777442,SVOC
C(=O)(N(=O)(=O))C(=O)OC(=O)C(C(O))=CC(=O),231.00151612,-5.683796391962861,192.9965028644447,SVOC
C(=O)(N(=O)(=O))C(=O)OC(=O)C(C(O))=CC(=O)(O),246.99643074,-6.827450792706194,14.824187042756984,SVOC
