sample_id,repeat,fold,split_name,is_train
273,1,1,random_5x5_smoke,True
274,1,1,random_5x5_smoke,True
276,1,1,random_5x5_smoke,True
277,1,1,random_5x5_smoke,True
278,1,1,random_5x5_smoke,True
280,1,1,random_5x5_smoke,True
281,1,1,random_5x5_smoke,True
282,1,1,random_5x5_smoke,True
283,1,1,random_5x5_smoke,True
284,1,1,random_5x5_smoke,True
286,1,1,random_5x5_smoke,True
287,1,1,random_5x5_smoke,True
288,1,1,random_5x5_smoke,True
289,1,1,random_5x5_smoke,True
291,1,1,random_5x5_smoke,True
295,1,1,random_5x5_smoke,True
296,1,1,random_5x5_smoke,True
297,1,1,random_5x5_smoke,True
298,1,1,random_5x5_smoke,True
299,1,1,random_5x5_smoke,True
300,1,1,random_5x5_smoke,True
302,1,1,random_5x5_smoke,True
303,1,1,random_5x5_smoke,True
304,1,1,random_5x5_smoke,True
305,1,1,random_5x5_smoke,True
306,1,1,random_5x5_smoke,True
308,1,1,random_5x5_smoke,True
309,1,1,random_5x5_smoke,True
310,1,1,random_5x5_smoke,True
311,1,1,random_5x5_smoke,True
312,1,1,random_5x5_smoke,True
313,1,1,random_5x5_smoke,True
314,1,1,random_5x5_smoke,True
316,1,1,random_5x5_smoke,True
318,1,1,random_5x5_smoke,True
319,1,1,random_5x5_smoke,True
320,1,1,random_5x5_smoke,True
321,1,1,random_5x5_smoke,True
322,1,1,random_5x5_smoke,True
323,1,1,random_5x5_smoke,True
324,1,1,random_5x5_smoke,True
325,1,1,random_5x5_smoke,True
326,1,1,random_5x5_smoke,True
327,1,1,random_5x5_smoke,True
328,1,1,random_5x5_smoke,True
329,1,1,random_5x5_smoke,True
330,1,1,random_5x5_smoke,True
331,1,1,random_5x5_smoke,True
333,1,1,random_5x5_smoke,True
334,1,1,random_5x5_smoke,True
335,1,1,random_5x5_smoke,True
336,1,1,random_5x5_smoke,True
337,1,1,random_5x5_smoke,True
338,1,1,random_5x5_smoke,True
339,1,1,random_5x5_smoke,True
340,1,1,random_5x5_smoke,True
342,1,1,random_5x5_smoke,True
343,1,1,random_5x5_smoke,True
344,1,1,random_5x5_smoke,True
345,1,1,random_5x5_smoke,True
346,1,1,random_5x5_smoke,True
347,1,1,random_5x5_smoke,True
348,1,1,random_5x5_smoke,True
349,1,1,random_5x5_smoke,True
352,1,1,random_5x5_smoke,True
353,1,1,random_5x5_smoke,True
354,1,1,random_5x5_smoke,True
355,1,1,random_5x5_smoke,True
356,1,1,random_5x5_smoke,True
357,1,1,random_5x5_smoke,True
358,1,1,random_5x5_smoke,True
360,1,1,random_5x5_smoke,True
361,1,1,random_5x5_smoke,True
362,1,1,random_5x5_smoke,True
363,1,1,random_5x5_smoke,True
364,1,1,random_5x5_smoke,True
365,1,1,random_5x5_smoke,True
366,1,1,random_5x5_smoke,True
367,1,1,random_5x5_smoke,True
368,1,1,random_5x5_smoke,True
369,1,1,random_5x5_smoke,True
370,1,1,random_5x5_smoke,True
371,1,1,random_5x5_smoke,True
372,1,1,random_5x5_smoke,True
374,1,1,random_5x5_smoke,True
375,1,1,random_5x5_smoke,True
376,1,1,random_5x5_smoke,True
378,1,1,random_5x5_smoke,True
379,1,1,random_5x5_smoke,True
380,1,1,random_5x5_smoke,True
381,1,1,random_5x5_smoke,True
383,1,1,random_5x5_smoke,True
384,1,1,random_5x5_smoke,True
385,1,1,random_5x5_smoke,True
386,1,1,random_5x5_smoke,True
387,1,1,random_5x5_smoke,True
388,1,1,random_5x5_smoke,True
389,1,1,random_5x5_smoke,True
392,1,1,random_5x5_smoke,True
393,1,1,random_5x5_smoke,True
394,1,1,random_5x5_smoke,True
395,1,1,random_5x5_smoke,True
396,1,1,random_5x5_smoke,True
397,1,1,random_5x5_smoke,True
398,1,1,random_5x5_smoke,True
400,1,1,random_5x5_smoke,True
401,1,1,random_5x5_smoke,True
402,1,1,random_5x5_smoke,True
404,1,1,random_5x5_smoke,True
405,1,1,random_5x5_smoke,True
406,1,1,random_5x5_smoke,True
407,1,1,random_5x5_smoke,True
409,1,1,random_5x5_smoke,True
410,1,1,random_5x5_smoke,True
411,1,1,random_5x5_smoke,True
412,1,1,random_5x5_smoke,True
414,1,1,random_5x5_smoke,True
415,1,1,random_5x5_smoke,True
416,1,1,random_5x5_smoke,True
417,1,1,random_5x5_smoke,True
418,1,1,random_5x5_smoke,True
419,1,1,random_5x5_smoke,True
422,1,1,random_5x5_smoke,True
424,1,1,random_5x5_smoke,True
426,1,1,random_5x5_smoke,True
427,1,1,random_5x5_smoke,True
428,1,1,random_5x5_smoke,True
429,1,1,random_5x5_smoke,True
431,1,1,random_5x5_smoke,True
432,1,1,random_5x5_smoke,True
433,1,1,random_5x5_smoke,True
436,1,1,random_5x5_smoke,True
437,1,1,random_5x5_smoke,True
438,1,1,random_5x5_smoke,True
439,1,1,random_5x5_smoke,True
440,1,1,random_5x5_smoke,True
442,1,1,random_5x5_smoke,True
443,1,1,random_5x5_smoke,True
444,1,1,random_5x5_smoke,True
445,1,1,random_5x5_smoke,True
446,1,1,random_5x5_smoke,True
447,1,1,random_5x5_smoke,True
448,1,1,random_5x5_smoke,True
452,1,1,random_5x5_smoke,True
453,1,1,random_5x5_smoke,True
455,1,1,random_5x5_smoke,True
456,1,1,random_5x5_smoke,True
457,1,1,random_5x5_smoke,True
459,1,1,random_5x5_smoke,True
460,1,1,random_5x5_smoke,True
461,1,1,random_5x5_smoke,True
462,1,1,random_5x5_smoke,True
463,1,1,random_5x5_smoke,True
464,1,1,random_5x5_smoke,True
465,1,1,random_5x5_smoke,True
466,1,1,random_5x5_smoke,True
467,1,1,random_5x5_smoke,True
469,1,1,random_5x5_smoke,True
470,1,1,random_5x5_smoke,True
471,1,1,random_5x5_smoke,True
472,1,1,random_5x5_smoke,True
473,1,1,random_5x5_smoke,True
474,1,1,random_5x5_smoke,True
477,1,1,random_5x5_smoke,True
480,1,1,random_5x5_smoke,True
481,1,1,random_5x5_smoke,True
482,1,1,random_5x5_smoke,True
483,1,1,random_5x5_smoke,True
484,1,1,random_5x5_smoke,True
485,1,1,random_5x5_smoke,True
487,1,1,random_5x5_smoke,True
488,1,1,random_5x5_smoke,True
489,1,1,random_5x5_smoke,True
491,1,1,random_5x5_smoke,True
492,1,1,random_5x5_smoke,True
493,1,1,random_5x5_smoke,True
494,1,1,random_5x5_smoke,True
495,1,1,random_5x5_smoke,True
496,1,1,random_5x5_smoke,True
498,1,1,random_5x5_smoke,True
499,1,1,random_5x5_smoke,True
500,1,1,random_5x5_smoke,True
501,1,1,random_5x5_smoke,True
502,1,1,random_5x5_smoke,True
503,1,1,random_5x5_smoke,True
504,1,1,random_5x5_smoke,True
505,1,1,random_5x5_smoke,True
507,1,1,random_5x5_smoke,True
509,1,1,random_5x5_smoke,True
510,1,1,random_5x5_smoke,True
511,1,1,random_5x5_smoke,True
512,1,1,random_5x5_smoke,True
514,1,1,random_5x5_smoke,True
516,1,1,random_5x5_smoke,True
517,1,1,random_5x5_smoke,True
521,1,1,random_5x5_smoke,True
523,1,1,random_5x5_smoke,True
524,1,1,random_5x5_smoke,True
525,1,1,random_5x5_smoke,True
526,1,1,random_5x5_smoke,True
527,1,1,random_5x5_smoke,True
528,1,1,random_5x5_smoke,True
529,1,1,random_5x5_smoke,True
530,1,1,random_5x5_smoke,True
531,1,1,random_5x5_smoke,True
532,1,1,random_5x5_smoke,True
533,1,1,random_5x5_smoke,True
534,1,1,random_5x5_smoke,True
535,1,1,random_5x5_smoke,True
536,1,1,random_5x5_smoke,True
538,1,1,random_5x5_smoke,True
539,1,1,random_5x5_smoke,True
540,1,1,random_5x5_smoke,True
541,1,1,random_5x5_smoke,True
542,1,1,random_5x5_smoke,True
543,1,1,random_5x5_smoke,True
544,1,1,random_5x5_smoke,True
545,1,1,random_5x5_smoke,True
546,1,1,random_5x5_smoke,True
547,1,1,random_5x5_smoke,True
548,1,1,random_5x5_smoke,True
549,1,1,random_5x5_smoke,True
551,1,1,random_5x5_smoke,True
552,1,1,random_5x5_smoke,True
553,1,1,random_5x5_smoke,True
554,1,1,random_5x5_smoke,True
555,1,1,random_5x5_smoke,True
556,1,1,random_5x5_smoke,True
557,1,1,random_5x5_smoke,True
560,1,1,random_5x5_smoke,True
561,1,1,random_5x5_smoke,True
562,1,1,random_5x5_smoke,True
563,1,1,random_5x5_smoke,True
564,1,1,random_5x5_smoke,True
565,1,1,random_5x5_smoke,True
566,1,1,random_5x5_smoke,True
567,1,1,random_5x5_smoke,True
568,1,1,random_5x5_smoke,True
569,1,1,random_5x5_smoke,True
570,1,1,random_5x5_smoke,True
571,1,1,random_5x5_smoke,True
572,1,1,random_5x5_smoke,True
573,1,1,random_5x5_smoke,True
574,1,1,random_5x5_smoke,True
575,1,1,random_5x5_smoke,True
576,1,1,random_5x5_smoke,True
578,1,1,random_5x5_smoke,True
579,1,1,random_5x5_smoke,True
580,1,1,random_5x5_smoke,True
581,1,1,random_5x5_smoke,True
583,1,1,random_5x5_smoke,True
584,1,1,random_5x5_smoke,True
585,1,1,random_5x5_smoke,True
586,1,1,random_5x5_smoke,True
587,1,1,random_5x5_smoke,True
588,1,1,random_5x5_smoke,True
589,1,1,random_5x5_smoke,True
590,1,1,random_5x5_smoke,True
591,1,1,random_5x5_smoke,True
592,1,1,random_5x5_smoke,True
593,1,1,random_5x5_smoke,True
595,1,1,random_5x5_smoke,True
599,1,1,random_5x5_smoke,True
601,1,1,random_5x5_smoke,True
602,1,1,random_5x5_smoke,True
603,1,1,random_5x5_smoke,True
604,1,1,random_5x5_smoke,True
605,1,1,random_5x5_smoke,True
606,1,1,random_5x5_smoke,True
607,1,1,random_5x5_smoke,True
608,1,1,random_5x5_smoke,True
609,1,1,random_5x5_smoke,True
610,1,1,random_5x5_smoke,True
613,1,1,random_5x5_smoke,True
614,1,1,random_5x5_smoke,True
617,1,1,random_5x5_smoke,True
619,1,1,random_5x5_smoke,True
620,1,1,random_5x5_smoke,True
621,1,1,random_5x5_smoke,True
622,1,1,random_5x5_smoke,True
623,1,1,random_5x5_smoke,True
625,1,1,random_5x5_smoke,True
627,1,1,random_5x5_smoke,True
629,1,1,random_5x5_smoke,True
630,1,1,random_5x5_smoke,True
631,1,1,random_5x5_smoke,True
632,1,1,random_5x5_smoke,True
633,1,1,random_5x5_smoke,True
634,1,1,random_5x5_smoke,True
635,1,1,random_5x5_smoke,True
637,1,1,random_5x5_smoke,True
638,1,1,random_5x5_smoke,True
639,1,1,random_5x5_smoke,True
640,1,1,random_5x5_smoke,True
641,1,1,random_5x5_smoke,True
642,1,1,random_5x5_smoke,True
643,1,1,random_5x5_smoke,True
644,1,1,random_5x5_smoke,True
646,1,1,random_5x5_smoke,True
648,1,1,random_5x5_smoke,True
649,1,1,random_5x5_smoke,True
650,1,1,random_5x5_smoke,True
651,1,1,random_5x5_smoke,True
652,1,1,random_5x5_smoke,True
653,1,1,random_5x5_smoke,True
654,1,1,random_5x5_smoke,True
656,1,1,random_5x5_smoke,True
657,1,1,random_5x5_smoke,True
659,1,1,random_5x5_smoke,True
660,1,1,random_5x5_smoke,True
661,1,1,random_5x5_smoke,True
662,1,1,random_5x5_smoke,True
663,1,1,random_5x5_smoke,True
664,1,1,random_5x5_smoke,True
666,1,1,random_5x5_smoke,True
667,1,1,random_5x5_smoke,True
668,1,1,random_5x5_smoke,True
670,1,1,random_5x5_smoke,True
671,1,1,random_5x5_smoke,True
672,1,1,random_5x5_smoke,True
673,1,1,random_5x5_smoke,True
674,1,1,random_5x5_smoke,True
675,1,1,random_5x5_smoke,True
676,1,1,random_5x5_smoke,True
677,1,1,random_5x5_smoke,True
678,1,1,random_5x5_smoke,True
679,1,1,random_5x5_smoke,True
680,1,1,random_5x5_smoke,True
682,1,1,random_5x5_smoke,True
684,1,1,random_5x5_smoke,True
686,1,1,random_5x5_smoke,True
687,1,1,random_5x5_smoke,True
688,1,1,random_5x5_smoke,True
689,1,1,random_5x5_smoke,True
690,1,1,random_5x5_smoke,True
691,1,1,random_5x5_smoke,True
692,1,1,random_5x5_smoke,True
695,1,1,random_5x5_smoke,True
696,1,1,random_5x5_smoke,True
697,1,1,random_5x5_smoke,True
698,1,1,random_5x5_smoke,True
700,1,1,random_5x5_smoke,True
701,1,1,random_5x5_smoke,True
702,1,1,random_5x5_smoke,True
703,1,1,random_5x5_smoke,True
705,1,1,random_5x5_smoke,True
706,1,1,random_5x5_smoke,True
707,1,1,random_5x5_smoke,True
708,1,1,random_5x5_smoke,True
709,1,1,random_5x5_smoke,True
710,1,1,random_5x5_smoke,True
711,1,1,random_5x5_smoke,True
712,1,1,random_5x5_smoke,True
713,1,1,random_5x5_smoke,True
715,1,1,random_5x5_smoke,True
716,1,1,random_5x5_smoke,True
717,1,1,random_5x5_smoke,True
721,1,1,random_5x5_smoke,True
722,1,1,random_5x5_smoke,True
723,1,1,random_5x5_smoke,True
725,1,1,random_5x5_smoke,True
727,1,1,random_5x5_smoke,True
729,1,1,random_5x5_smoke,True
730,1,1,random_5x5_smoke,True
731,1,1,random_5x5_smoke,True
733,1,1,random_5x5_smoke,True
734,1,1,random_5x5_smoke,True
736,1,1,random_5x5_smoke,True
737,1,1,random_5x5_smoke,True
739,1,1,random_5x5_smoke,True
740,1,1,random_5x5_smoke,True
741,1,1,random_5x5_smoke,True
743,1,1,random_5x5_smoke,True
744,1,1,random_5x5_smoke,True
745,1,1,random_5x5_smoke,True
746,1,1,random_5x5_smoke,True
748,1,1,random_5x5_smoke,True
749,1,1,random_5x5_smoke,True
750,1,1,random_5x5_smoke,True
751,1,1,random_5x5_smoke,True
752,1,1,random_5x5_smoke,True
753,1,1,random_5x5_smoke,True
754,1,1,random_5x5_smoke,True
756,1,1,random_5x5_smoke,True
757,1,1,random_5x5_smoke,True
758,1,1,random_5x5_smoke,True
759,1,1,random_5x5_smoke,True
760,1,1,random_5x5_smoke,True
761,1,1,random_5x5_smoke,True
762,1,1,random_5x5_smoke,True
763,1,1,random_5x5_smoke,True
764,1,1,random_5x5_smoke,True
765,1,1,random_5x5_smoke,True
768,1,1,random_5x5_smoke,True
769,1,1,random_5x5_smoke,True
770,1,1,random_5x5_smoke,True
771,1,1,random_5x5_smoke,True
772,1,1,random_5x5_smoke,True
774,1,1,random_5x5_smoke,True
775,1,1,random_5x5_smoke,True
777,1,1,random_5x5_smoke,True
778,1,1,random_5x5_smoke,True
779,1,1,random_5x5_smoke,True
782,1,1,random_5x5_smoke,True
783,1,1,random_5x5_smoke,True
784,1,1,random_5x5_smoke,True
785,1,1,random_5x5_smoke,True
786,1,1,random_5x5_smoke,True
787,1,1,random_5x5_smoke,True
788,1,1,random_5x5_smoke,True
789,1,1,random_5x5_smoke,True
790,1,1,random_5x5_smoke,True
791,1,1,random_5x5_smoke,True
792,1,1,random_5x5_smoke,True
793,1,1,random_5x5_smoke,True
794,1,1,random_5x5_smoke,True
796,1,1,random_5x5_smoke,True
798,1,1,random_5x5_smoke,True
799,1,1,random_5x5_smoke,True
800,1,1,random_5x5_smoke,True
802,1,1,random_5x5_smoke,True
803,1,1,random_5x5_smoke,True
804,1,1,random_5x5_smoke,True
806,1,1,random_5x5_smoke,True
807,1,1,random_5x5_smoke,True
808,1,1,random_5x5_smoke,True
809,1,1,random_5x5_smoke,True
810,1,1,random_5x5_smoke,True
811,1,1,random_5x5_smoke,True
812,1,1,random_5x5_smoke,True
813,1,1,random_5x5_smoke,True
814,1,1,random_5x5_smoke,True
815,1,1,random_5x5_smoke,True
816,1,1,random_5x5_smoke,True
817,1,1,random_5x5_smoke,True
818,1,1,random_5x5_smoke,True
819,1,1,random_5x5_smoke,True
820,1,1,random_5x5_smoke,True
821,1,1,random_5x5_smoke,True
823,1,1,random_5x5_smoke,True
824,1,1,random_5x5_smoke,True
825,1,1,random_5x5_smoke,True
826,1,1,random_5x5_smoke,True
827,1,1,random_5x5_smoke,True
828,1,1,random_5x5_smoke,True
829,1,1,random_5x5_smoke,True
830,1,1,random_5x5_smoke,True
831,1,1,random_5x5_smoke,True
832,1,1,random_5x5_smoke,True
833,1,1,random_5x5_smoke,True
834,1,1,random_5x5_smoke,True
836,1,1,random_5x5_smoke,True
839,1,1,random_5x5_smoke,True
840,1,1,random_5x5_smoke,True
841,1,1,random_5x5_smoke,True
842,1,1,random_5x5_smoke,True
846,1,1,random_5x5_smoke,True
847,1,1,random_5x5_smoke,True
850,1,1,random_5x5_smoke,True
852,1,1,random_5x5_smoke,True
855,1,1,random_5x5_smoke,True
856,1,1,random_5x5_smoke,True
857,1,1,random_5x5_smoke,True
858,1,1,random_5x5_smoke,True
859,1,1,random_5x5_smoke,True
860,1,1,random_5x5_smoke,True
861,1,1,random_5x5_smoke,True
862,1,1,random_5x5_smoke,True
863,1,1,random_5x5_smoke,True
864,1,1,random_5x5_smoke,True
867,1,1,random_5x5_smoke,True
868,1,1,random_5x5_smoke,True
871,1,1,random_5x5_smoke,True
874,1,1,random_5x5_smoke,True
875,1,1,random_5x5_smoke,True
876,1,1,random_5x5_smoke,True
878,1,1,random_5x5_smoke,True
879,1,1,random_5x5_smoke,True
880,1,1,random_5x5_smoke,True
881,1,1,random_5x5_smoke,True
882,1,1,random_5x5_smoke,True
883,1,1,random_5x5_smoke,True
884,1,1,random_5x5_smoke,True
885,1,1,random_5x5_smoke,True
886,1,1,random_5x5_smoke,True
887,1,1,random_5x5_smoke,True
889,1,1,random_5x5_smoke,True
890,1,1,random_5x5_smoke,True
891,1,1,random_5x5_smoke,True
892,1,1,random_5x5_smoke,True
893,1,1,random_5x5_smoke,True
894,1,1,random_5x5_smoke,True
895,1,1,random_5x5_smoke,True
896,1,1,random_5x5_smoke,True
899,1,1,random_5x5_smoke,True
901,1,1,random_5x5_smoke,True
902,1,1,random_5x5_smoke,True
903,1,1,random_5x5_smoke,True
904,1,1,random_5x5_smoke,True
905,1,1,random_5x5_smoke,True
907,1,1,random_5x5_smoke,True
908,1,1,random_5x5_smoke,True
909,1,1,random_5x5_smoke,True
910,1,1,random_5x5_smoke,True
911,1,1,random_5x5_smoke,True
912,1,1,random_5x5_smoke,True
913,1,1,random_5x5_smoke,True
914,1,1,random_5x5_smoke,True
915,1,1,random_5x5_smoke,True
916,1,1,random_5x5_smoke,True
919,1,1,random_5x5_smoke,True
920,1,1,random_5x5_smoke,True
921,1,1,random_5x5_smoke,True
922,1,1,random_5x5_smoke,True
924,1,1,random_5x5_smoke,True
925,1,1,random_5x5_smoke,True
926,1,1,random_5x5_smoke,True
927,1,1,random_5x5_smoke,True
928,1,1,random_5x5_smoke,True
929,1,1,random_5x5_smoke,True
930,1,1,random_5x5_smoke,True
931,1,1,random_5x5_smoke,True
932,1,1,random_5x5_smoke,True
934,1,1,random_5x5_smoke,True
935,1,1,random_5x5_smoke,True
936,1,1,random_5x5_smoke,True
937,1,1,random_5x5_smoke,True
938,1,1,random_5x5_smoke,True
939,1,1,random_5x5_smoke,True
940,1,1,random_5x5_smoke,True
941,1,1,random_5x5_smoke,True
942,1,1,random_5x5_smoke,True
943,1,1,random_5x5_smoke,True
944,1,1,random_5x5_smoke,True
945,1,1,random_5x5_smoke,True
946,1,1,random_5x5_smoke,True
947,1,1,random_5x5_smoke,True
948,1,1,random_5x5_smoke,True
950,1,1,random_5x5_smoke,True
951,1,1,random_5x5_smoke,True
952,1,1,random_5x5_smoke,True
953,1,1,random_5x5_smoke,True
954,1,1,random_5x5_smoke,True
955,1,1,random_5x5_smoke,True
956,1,1,random_5x5_smoke,True
957,1,1,random_5x5_smoke,True
958,1,1,random_5x5_smoke,True
962,1,1,random_5x5_smoke,True
964,1,1,random_5x5_smoke,True
965,1,1,random_5x5_smoke,True
966,1,1,random_5x5_smoke,True
968,1,1,random_5x5_smoke,True
970,1,1,random_5x5_smoke,True
971,1,1,random_5x5_smoke,True
973,1,1,random_5x5_smoke,True
974,1,1,random_5x5_smoke,True
975,1,1,random_5x5_smoke,True
976,1,1,random_5x5_smoke,True
