paper_target_id,dataset,source_dataset,descriptor,model,split,metric,paper_value,paper_std,explanation,relative_json_path,reproduced_value,local_descriptor_name,local_model_name,local_folds,local_feature_dim,abs_diff,rel_diff,status
official_yieldsmarter_compare_complexity_rf,BH,BH1,PhysChem,RF,5x5_repeated_cv,r2,0.8965145816418639,0.0133341299708244,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem_metrics_summaries_RF.json,0.8965145816418639,PhysChem,rf,25.0,15.0,0.0,0.0,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,BH,BH1,PhysChem,RF,5x5_repeated_cv,rmse,8.75070591617427,0.5256459234183768,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem_metrics_summaries_RF.json,8.75070591617427,PhysChem,rf,25.0,15.0,0.0,0.0,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,BH2,BH2,MFP,RF,5x5_repeated_cv,kendall_tau,0.6840725868058348,0.0127806133304408,Target extracted from local official yieldsmarter RF summary JSON; local benchmark rerun has not yet been merged into this row.,yieldsmarter/Results/Compare_Complexity/Denmark_2023/MFP/Denmark_MFP_metrics_summaries_RF.json,,,,,,,,official_target_extracted_pending_local_rerun
official_yieldsmarter_compare_complexity_rf,BH2,BH2,MFP,RF,5x5_repeated_cv,mae,12.05600068639324,0.5273358871203663,Target extracted from local official yieldsmarter RF summary JSON; local benchmark rerun has not yet been merged into this row.,yieldsmarter/Results/Compare_Complexity/Denmark_2023/MFP/Denmark_MFP_metrics_summaries_RF.json,,,,,,,,official_target_extracted_pending_local_rerun
official_yieldsmarter_compare_complexity_rf,BH2,BH2,MFP,RF,5x5_repeated_cv,r2,0.7250461909827262,0.0247269447555235,Target extracted from local official yieldsmarter RF summary JSON; local benchmark rerun has not yet been merged into this row.,yieldsmarter/Results/Compare_Complexity/Denmark_2023/MFP/Denmark_MFP_metrics_summaries_RF.json,,,,,,,,official_target_extracted_pending_local_rerun
official_yieldsmarter_compare_complexity_rf,BH2,BH2,MFP,RF,5x5_repeated_cv,rmse,17.892543335494505,0.8358343772583589,Target extracted from local official yieldsmarter RF summary JSON; local benchmark rerun has not yet been merged into this row.,yieldsmarter/Results/Compare_Complexity/Denmark_2023/MFP/Denmark_MFP_metrics_summaries_RF.json,,,,,,,,official_target_extracted_pending_local_rerun
official_yieldsmarter_compare_complexity_rf,BH2,BH2,OHE,RF,5x5_repeated_cv,kendall_tau,0.6140652734094795,0.0171160235532867,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Denmark_2023/OHE/Denmark_OHE_metrics_summaries_RF.json,0.6142798324082527,ohe,rf,25.0,95.0,0.0002145589987732066,0.00034940747842962847,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,BH2,BH2,OHE,RF,5x5_repeated_cv,mae,15.25128532287456,0.5643054900371413,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Denmark_2023/OHE/Denmark_OHE_metrics_summaries_RF.json,15.244271976876268,ohe,rf,25.0,95.0,0.007013345998291953,0.00045985278288466764,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,BH2,BH2,OHE,RF,5x5_repeated_cv,r2,0.5899081375692488,0.0323653137969412,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Denmark_2023/OHE/Denmark_OHE_metrics_summaries_RF.json,0.5896292918209074,ohe,rf,25.0,95.0,0.0002788457483413609,0.0004726935103664805,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,BH2,BH2,OHE,RF,5x5_repeated_cv,rmse,21.85446812834209,0.8578340506178871,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Denmark_2023/OHE/Denmark_OHE_metrics_summaries_RF.json,21.86197202460156,ohe,rf,25.0,95.0,0.007503896259468235,0.0003433575329036154,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,BH2,BH2,PhysChem,RF,5x5_repeated_cv,kendall_tau,0.661055732771205,0.0122210876080398,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Denmark_2023/PhysChem/Denmark_PhysChem_metrics_summaries_RF.json,0.661055732771205,PhysChem,rf,25.0,36.0,0.0,0.0,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,BH2,BH2,PhysChem,RF,5x5_repeated_cv,mae,13.861131699450208,0.4875558456199204,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Denmark_2023/PhysChem/Denmark_PhysChem_metrics_summaries_RF.json,13.861131699450208,PhysChem,rf,25.0,36.0,0.0,0.0,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,BH2,BH2,PhysChem,RF,5x5_repeated_cv,r2,0.6742941253951183,0.0238419052804857,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Denmark_2023/PhysChem/Denmark_PhysChem_metrics_summaries_RF.json,0.6742941253951183,PhysChem,rf,25.0,36.0,0.0,0.0,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,BH2,BH2,PhysChem,RF,5x5_repeated_cv,rmse,19.48015141346041,0.7538362263453209,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Denmark_2023/PhysChem/Denmark_PhysChem_metrics_summaries_RF.json,19.48015141346041,PhysChem,rf,25.0,36.0,0.0,0.0,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,SLAP,SL1,MFP,RF,5x5_repeated_cv,kendall_tau,0.5095152925758325,0.0357339404447818,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Bode_2023/MFP/Bode_MFP_metrics_summaries_RF.json,0.5095152925758325,MFP,rf,25.0,3072.0,0.0,0.0,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,SLAP,SL1,MFP,RF,5x5_repeated_cv,mae,18.04338125379474,1.8406673610385007,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Bode_2023/MFP/Bode_MFP_metrics_summaries_RF.json,18.04338125379474,MFP,rf,25.0,3072.0,0.0,0.0,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,SLAP,SL1,MFP,RF,5x5_repeated_cv,r2,0.7681948782217961,0.0522919478029916,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Bode_2023/MFP/Bode_MFP_metrics_summaries_RF.json,0.7681948782217961,MFP,rf,25.0,3072.0,0.0,0.0,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,SLAP,SL1,MFP,RF,5x5_repeated_cv,rmse,35.122995676523296,5.089889091350841,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Bode_2023/MFP/Bode_MFP_metrics_summaries_RF.json,35.122995676523296,MFP,rf,25.0,3072.0,0.0,0.0,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,SLAP,SL1,OHE,RF,5x5_repeated_cv,kendall_tau,0.4817051582235913,0.0387478622444962,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Bode_2023/OHE/Bode_OHE_metrics_summaries_RF.json,0.4811323661907135,ohe,rf,25.0,115.0,0.0005727920328778002,0.0011890925872376262,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,SLAP,SL1,OHE,RF,5x5_repeated_cv,mae,21.97424643008989,2.7945483963591373,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Bode_2023/OHE/Bode_OHE_metrics_summaries_RF.json,21.932843351855208,ohe,rf,25.0,115.0,0.04140307823468348,0.0018841637353256035,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,SLAP,SL1,OHE,RF,5x5_repeated_cv,r2,0.6058283436285762,0.0970297253603709,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Bode_2023/OHE/Bode_OHE_metrics_summaries_RF.json,0.6074715340950232,ohe,rf,25.0,115.0,0.0016431904664470087,0.002712303713961628,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,SLAP,SL1,OHE,RF,5x5_repeated_cv,rmse,45.86110395137582,7.604913666751052,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Bode_2023/OHE/Bode_OHE_metrics_summaries_RF.json,45.75158305563138,ohe,rf,25.0,115.0,0.10952089574443846,0.00238809985604703,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,SLAP,SL1,PhysChem,RF,5x5_repeated_cv,kendall_tau,0.4900958359932593,0.0364542352154759,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Bode_2023/PhysChem/Bode_PhysChem_metrics_summaries_RF.json,0.4900958359932593,PhysChem,rf,25.0,39.0,0.0,0.0,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,SLAP,SL1,PhysChem,RF,5x5_repeated_cv,mae,18.42531887194204,1.809814660835293,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Bode_2023/PhysChem/Bode_PhysChem_metrics_summaries_RF.json,18.42531887194204,PhysChem,rf,25.0,39.0,0.0,0.0,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,SLAP,SL1,PhysChem,RF,5x5_repeated_cv,r2,0.7735727663222332,0.0537431846766712,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Bode_2023/PhysChem/Bode_PhysChem_metrics_summaries_RF.json,0.7735727663222332,PhysChem,rf,25.0,39.0,0.0,0.0,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,SLAP,SL1,PhysChem,RF,5x5_repeated_cv,rmse,34.68712752455971,5.419837238067015,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Bode_2023/PhysChem/Bode_PhysChem_metrics_summaries_RF.json,34.68712752455971,PhysChem,rf,25.0,39.0,0.0,0.0,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,SM,SM,MFP,RF,5x5_repeated_cv,kendall_tau,0.7615115880573682,0.0083649012122634,Target extracted from local official yieldsmarter RF summary JSON; local benchmark rerun has not yet been merged into this row.,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/MFP/Suzuki_MFP_metrics_summaries_RF.json,,,,,,,,official_target_extracted_pending_local_rerun
official_yieldsmarter_compare_complexity_rf,SM,SM,MFP,RF,5x5_repeated_cv,mae,7.398945621312399,0.2199739432287865,Target extracted from local official yieldsmarter RF summary JSON; local benchmark rerun has not yet been merged into this row.,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/MFP/Suzuki_MFP_metrics_summaries_RF.json,,,,,,,,official_target_extracted_pending_local_rerun
official_yieldsmarter_compare_complexity_rf,SM,SM,MFP,RF,5x5_repeated_cv,r2,0.8527994807980537,0.0086523683292188,Target extracted from local official yieldsmarter RF summary JSON; local benchmark rerun has not yet been merged into this row.,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/MFP/Suzuki_MFP_metrics_summaries_RF.json,,,,,,,,official_target_extracted_pending_local_rerun
official_yieldsmarter_compare_complexity_rf,SM,SM,MFP,RF,5x5_repeated_cv,rmse,11.008577405453288,0.3229990876709754,Target extracted from local official yieldsmarter RF summary JSON; local benchmark rerun has not yet been merged into this row.,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/MFP/Suzuki_MFP_metrics_summaries_RF.json,,,,,,,,official_target_extracted_pending_local_rerun
official_yieldsmarter_compare_complexity_rf,SM,SM,OHE,RF,5x5_repeated_cv,kendall_tau,0.7101765501581333,0.0089531868504426,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/OHE/Suzuki_OHE_metrics_summaries_RF.json,0.751534823224437,ohe,rf,25.0,35.0,0.041358273066303686,0.05823660758313484,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,SM,SM,OHE,RF,5x5_repeated_cv,mae,9.36293340914616,0.2448976808369306,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/OHE/Suzuki_OHE_metrics_summaries_RF.json,7.841605969172474,ohe,rf,25.0,35.0,1.5213274399736862,0.16248406065641574,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,SM,SM,OHE,RF,5x5_repeated_cv,r2,0.783424395582564,0.0097182001950193,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/OHE/Suzuki_OHE_metrics_summaries_RF.json,0.84181192957582,ohe,rf,25.0,35.0,0.05838753399325591,0.07452861351073733,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,SM,SM,OHE,RF,5x5_repeated_cv,rmse,13.059287989170132,0.320226246043108,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/OHE/Suzuki_OHE_metrics_summaries_RF.json,11.1586383821136,ohe,rf,25.0,35.0,1.9006496070565326,0.1455400637946504,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,SM,SM,PhysChem,RF,5x5_repeated_cv,kendall_tau,0.7653699300843917,0.0079500080650633,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/PhysChem/Suzuki_PhysChem_metrics_summaries_RF.json,0.7653699300843917,PhysChem,rf,25.0,20.0,0.0,0.0,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,SM,SM,PhysChem,RF,5x5_repeated_cv,mae,7.373780112389283,0.2143746472282486,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/PhysChem/Suzuki_PhysChem_metrics_summaries_RF.json,7.373780112389281,PhysChem,rf,25.0,20.0,1.7763568394002505e-15,2.4090179152693337e-16,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,SM,SM,PhysChem,RF,5x5_repeated_cv,r2,0.8567238122304681,0.0085077769404852,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/PhysChem/Suzuki_PhysChem_metrics_summaries_RF.json,0.8567238122304681,PhysChem,rf,25.0,20.0,0.0,0.0,local_compatible_rerun_compared
official_yieldsmarter_compare_complexity_rf,SM,SM,PhysChem,RF,5x5_repeated_cv,rmse,10.860895796525364,0.3138316692902789,Local compatible benchmark merged against official target. This is not guaranteed bit-identical to the official code path unless descriptor/model settings are audited separately.,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/PhysChem/Suzuki_PhysChem_metrics_summaries_RF.json,10.860895796525364,PhysChem,rf,25.0,20.0,0.0,0.0,local_compatible_rerun_compared
